ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Bihar,SAMASTIPUR,133,Nitesh Kumar Sinha,BSKRP,684
Bihar,SAMASTIPUR,133,Vinay Kumar Ram,BSP,591
Bihar,SAMASTIPUR,133,Rakesh Kumar,SUCI,492
Bihar,SAMASTIPUR,133,Dinesh Kumar Ray,RJBP,432
Bihar,SAMASTIPUR,133,Premjeet Kumar,AMiP,431
Bihar,SAMASTIPUR,133,Irshad Ahmad,APKSP,342
Bihar,UJIARPUR,134,Alok Kumar Mehta,RJD,102707
Bihar,UJIARPUR,134,Prashant Kumar Pankaj,RSHTLKM,86424
Bihar,UJIARPUR,134,Durga Prasad Singh,JNSRJP,9502
Bihar,UJIARPUR,134,Upendra Kumar,IND,6452
Bihar,UJIARPUR,134,Ranveer Kumar Chourasiya,IND,3463
Bihar,UJIARPUR,134,Maha Shanker Choudhary,IND,3177
Bihar,UJIARPUR,134,Virendra Kumar Ray,IND,3077
Bihar,UJIARPUR,134,Sunita Kumari,JNSHKVPD,2661
Bihar,UJIARPUR,134,Ankit Kumar Mishra,AAAP,2624
Bihar,UJIARPUR,134,Bulbul Kumar Sahni,BSP,2452
Bihar,UJIARPUR,134,Nota,NOTA,2077
Bihar,UJIARPUR,134,Vikas Kumar,IND,1744
Bihar,UJIARPUR,134,Nikki Jha,IND,995
Bihar,UJIARPUR,134,Dinesh Prasad Choudhary,IND,987
Bihar,UJIARPUR,134,Arun Kumar Yadav,IND,893
Bihar,UJIARPUR,134,Dilip Kumar Sahani,IND,760
Bihar,MORWA,135,Ranvijay Sahu,RJD,77770
Bihar,MORWA,135,Vidya Sagar Singh Nishad,JD(U),69099
Bihar,MORWA,135,Abhay Kumar Singh,IND,30046
Bihar,MORWA,135,Jagriti,JNSRJP,4131
Bihar,MORWA,135,Nota,NOTA,3571
Bihar,MORWA,135,Ranjeet Kumar,APKSP,3259
Bihar,MORWA,135,Tuntun Ray,AAAP,3145
Bihar,MORWA,135,Chandrashekhar Rai,SUCI,2728
Bihar,MORWA,135,Brijendu Kumar Singh,HNDUAWMMNC,1684
Bihar,MORWA,135,Santhosh Rai,BSP,1288
Bihar,SARAIRANJAN,136,Vijay Kumar Choudhary,JD(U),102792
Bihar,SARAIRANJAN,136,Arbind Kumar Sahani,RJD,81994
Bihar,SARAIRANJAN,136,Kunal Kumar,IND,6182
Bihar,SARAIRANJAN,136,Sajan Kumar Mishra,JNSRJP,5493
Bihar,SARAIRANJAN,136,Nota,NOTA,4428
Bihar,SARAIRANJAN,136,Ranjit Kumar Pandit,IND,4059
Bihar,SARAIRANJAN,136,Ram Sagar Roy,APKSP,1484
Bihar,SARAIRANJAN,136,Amrendra Kumar Singh,IND,1129
Bihar,SARAIRANJAN,136,Ashok Kumar Anjana,IND,628
Bihar,MOHIUDDINNAGAR,137,Rajesh Kumar Singh,BJP,89208
Bihar,MOHIUDDINNAGAR,137,Ejya Yadav,RJD,77526
Bihar,MOHIUDDINNAGAR,137,Rajkapoor Singh,JNSRJP,4414
Bihar,MOHIUDDINNAGAR,137,Vishwanath Sah,IND,2230
Bihar,MOHIUDDINNAGAR,137,Nota,NOTA,2197
Bihar,MOHIUDDINNAGAR,137,Sunil Kumar Ray,IND,2025
Bihar,MOHIUDDINNAGAR,137,Ajay Kumar Bulganin,JNSKJNDL,1498
Bihar,MOHIUDDINNAGAR,137,Amrendra Kumar Yadav,BSP,1244
Bihar,MOHIUDDINNAGAR,137,Surjeet Shyamal,IND,750
Bihar,MOHIUDDINNAGAR,137,Abhiranjan Kumar,IND,704
Bihar,MOHIUDDINNAGAR,137,Umesh Ray,AAAP,526
Bihar,MOHIUDDINNAGAR,137,Bhushan Prasad Ray,JDR,517
Bihar,MOHIUDDINNAGAR,137,Ram Mohan Ray,SAAFP,401
Bihar,BIBHUTIPUR,138,Ajay Kumar,CPI(M),79246
Bihar,BIBHUTIPUR,138,Ravina Kushwaha,JD(U),68965
Bihar,BIBHUTIPUR,138,Rupanjali Kumari,IND,14456
Bihar,BIBHUTIPUR,138,Vishwanath Choudhary,JNSRJP,13450
Bihar,BIBHUTIPUR,138,Nota,NOTA,4807
Bihar,BIBHUTIPUR,138,Arvind Kumar,AAAP,2574
Bihar,BIBHUTIPUR,138,Ram Lal Tanti,IND,2313
Bihar,BIBHUTIPUR,138,Shashi Bhushan Das,IND,1866
Bihar,BIBHUTIPUR,138,Sushant Kumar,IND,1782
Bihar,BIBHUTIPUR,138,Neel Kamal,JNSKJNDL,1518
Bihar,BIBHUTIPUR,138,Awadhesh Kumar,BSP,1462
Bihar,BIBHUTIPUR,138,Amarjeet Kumar,IND,1308
Bihar,BIBHUTIPUR,138,Kanhaiya Kumar,IND,957
Bihar,BIBHUTIPUR,138,Prahlad,IND,901
Bihar,BIBHUTIPUR,138,Navin Kumar,IND,713
Bihar,ROSERA (SC),139,Birendra Kumar,BJP,122773
Bihar,ROSERA (SC),139,Braj Kishore Ravi,INC,72240
Bihar,ROSERA (SC),139,Rohit Kumar,JNSRJP,14913
Bihar,ROSERA (SC),139,Rajesh Kumar Paswan,IND,3885
Bihar,ROSERA (SC),139,Devendra Kumar Paswan,BTMSP,3574
Bihar,ROSERA (SC),139,Nota,NOTA,3016
Bihar,ROSERA (SC),139,Amit Kumar Baitha,BSP,2748
Bihar,HASANPUR,140,Raj Kumar Ray,JD(U),90961
Bihar,HASANPUR,140,Mala Pushpam,RJD,83047
Bihar,HASANPUR,140,Indu Devi,JNSRJP,9553
Bihar,HASANPUR,140,Manoj Mukhiya,JNSHKVPD,4673
Bihar,HASANPUR,140,Nota,NOTA,4013
Bihar,HASANPUR,140,Fulo Sahni,IND,3294
Bihar,HASANPUR,140,Manmohan Kumar,AAAP,2127
Bihar,HASANPUR,140,Bibha Devi,BSP,1723
Bihar,HASANPUR,140,Chandra Mohan Kumar,JRJP,1467
Bihar,HASANPUR,140,Swetank Anand,IND,1349
Bihar,HASANPUR,140,Ashwini Kumar,TPLRSP,1282
Bihar,HASANPUR,140,Imtiyaz Alam Ramzan Ali Shaikh,SP(I),1223
Bihar,CHERIA - BARIARPUR,141,Abhishek Anand,JD(U),75081
Bihar,CHERIA - BARIARPUR,141,Sushil Kumar,RJD,70962
Bihar,CHERIA - BARIARPUR,141,Mritunjay Kumar,JNSRJP,24595
Bihar,CHERIA - BARIARPUR,141,Ram Sakha Mahto,IND,7537
Bihar,CHERIA - BARIARPUR,141,Nota,NOTA,5151
Bihar,CHERIA - BARIARPUR,141,Vijay Tanti,IND,2483
Bihar,CHERIA - BARIARPUR,141,Ram Swarth Prasad,IND,1486
Bihar,CHERIA - BARIARPUR,141,Rakesh Kumar,RSTJNVKSP,1427
Bihar,CHERIA - BARIARPUR,141,Raj Kumar,BGDRPP,1404
Bihar,CHERIA - BARIARPUR,141,Ram Ashis Sharma,JRJP,1190
Bihar,BACHHWARA,142,Surendra Mehta,BJP,100343
Bihar,BACHHWARA,142,Shiv Prakash Garib Das,INC,84502
Bihar,BACHHWARA,142,Abdesh Kumar Rai,CPI,21588
Bihar,BACHHWARA,142,Ramod Kumar,JNSRJP,7654
Bihar,BACHHWARA,142,Bipeen Kumar,IND,2383
Bihar,BACHHWARA,142,Nota,NOTA,1893
Bihar,BACHHWARA,142,Shatrudhan Kumar,IND,1712
Bihar,BACHHWARA,142,Avinash Kumar,AAAP,1609
Bihar,BACHHWARA,142,Raja Ram Singh,IND,1163
Bihar,TEGHRA,143,Rajnish Kumar,BJP,112770
Bihar,TEGHRA,143,Ram Ratan Singh,CPI,77406
Bihar,TEGHRA,143,Ram Nandan Singh,JNSRJP,8442
Bihar,TEGHRA,143,Sudha Bharti,IND,3169
Bihar,TEGHRA,143,Nota,NOTA,2021
Bihar,TEGHRA,143,Mohammad Sakil,BSP,1675
Bihar,TEGHRA,143,Avadhesh Kumar,JANKRPR,1288
Bihar,TEGHRA,143,Kedarnath Bhaskar,IND,1275
Bihar,TEGHRA,143,Chandra Prakash Singh,JNSKJNDL,1059
Bihar,TEGHRA,143,Ram Pukar Thakur,IND,964
Bihar,TEGHRA,143,Ram Kumar,IND,855
Bihar,TEGHRA,143,Avinash Bharti,SAP,598
Bihar,TEGHRA,143,Basant Kumar,IND,586
Bihar,TEGHRA,143,Mrinal Varun,IND,521
Bihar,MATIHANI,144,Narendra Kumar Singh Alias Bogo Singh,RJD,117789
Bihar,MATIHANI,144,Raj Kumar Singh,JD(U),112499
Bihar,MATIHANI,144,Arun Kumar,JNSRJP,6774
Bihar,MATIHANI,144,Nota,NOTA,4337
Bihar,MATIHANI,144,Vikash Kumar,IND,2976
Bihar,MATIHANI,144,Rakesh Kumar,IND,1432
Bihar,MATIHANI,144,Devanand Raut,SAP,1345
Bihar,SAHEBPUR KAMAL,145,Sattanand Sambuddha Alias Lalan Jee,RJD,76798
Bihar,SAHEBPUR KAMAL,145,Surendra Kumar Alias Surendra Vivek,LJPRV,61077
Bihar,SAHEBPUR KAMAL,145,Shashikant Kumar Shashi Alias Amar Kumar Singh,IND,34781
Bihar,SAHEBPUR KAMAL,145,Md. Shahzaduzzama Alias Saify,IND,4905
Bihar,SAHEBPUR KAMAL,145,Md. Abdullah,JNSRJP,3396
Bihar,SAHEBPUR KAMAL,145,Nota,NOTA,1751
Bihar,SAHEBPUR KAMAL,145,Vishwajeet Kumar Alias Vikas,IND,1285
Bihar,SAHEBPUR KAMAL,145,Sanjay Yadav,RASLJP,999
Bihar,SAHEBPUR KAMAL,145,Sentu Kumar,IND,983
Bihar,SAHEBPUR KAMAL,145,Anant Kumar Poddar,BSP,942
Bihar,SAHEBPUR KAMAL,145,Priyanka Kumari,IND,730
Bihar,SAHEBPUR KAMAL,145,Surendra Kumar,PRVPOI,677
Bihar,SAHEBPUR KAMAL,145,Md Meraj,SAP,490
Bihar,SAHEBPUR KAMAL,145,Vivekanand Prasad,IND,476
Bihar,SAHEBPUR KAMAL,145,Md. Aftab Alam,IND,394
Bihar,BEGUSARAI,146,Kundan Kumar,BJP,119506
Bihar,BEGUSARAI,146,Amita Bhushan,INC,88874
Bihar,BEGUSARAI,146,Surendra Kumar Sahani,JNSRJP,7773
Bihar,BEGUSARAI,146,Nota,NOTA,3560
Bihar,BEGUSARAI,146,Md. Saddam Husain,IND,2912
Bihar,BEGUSARAI,146,Mira Singh,AAAP,1115
Bihar,BEGUSARAI,146,Vijay Kumar,IND,1017
Bihar,BEGUSARAI,146,Sushil Kumar,SAP,727
Bihar,BEGUSARAI,146,Manoj Kumar,IND,537
Bihar,BEGUSARAI,146,Ramkrishna Mahto,JNSKJNDL,519
Bihar,BEGUSARAI,146,Md. Gaffar Khan,IND,519
Bihar,BEGUSARAI,146,Pinki Sinha,IND,425
Bihar,BEGUSARAI,146,Arun Kumar,IND,375
Bihar,BEGUSARAI,146,Mohammad Abdul Haque,BSP,372
Bihar,BEGUSARAI,146,Gautam Kumar,SUCI,216
Bihar,BAKHRI (SC),147,Sanjay Kumar,LJPRV,98511
Bihar,BAKHRI (SC),147,Suryakant Paswan,CPI,81193
Bihar,BAKHRI (SC),147,Sanjay Kumar,JNSRJP,11529
Bihar,BAKHRI (SC),147,Nota,NOTA,3673
Bihar,BAKHRI (SC),147,Sanjiv Kumar Paswan,IND,2968
Bihar,BAKHRI (SC),147,Nira Devi,RASLJP,2450
Bihar,BAKHRI (SC),147,Gautam Sada,IND,2221
Bihar,BAKHRI (SC),147,Rajesh Kumar,RSTRSURKP,2060
Bihar,BAKHRI (SC),147,Kiran Kumari,IND,1423
Bihar,BAKHRI (SC),147,Vikash Kumar,NCP,609
Bihar,ALAULI (SC),148,Ram Chandra Sada,JD(U),93208
Bihar,ALAULI (SC),148,Rambriksh Sada,RJD,57476
Bihar,ALAULI (SC),148,Yash Raj,RASLJP,14261
Bihar,ALAULI (SC),148,Abhishank Kumar,JNSRJP,7476
Bihar,ALAULI (SC),148,Nota,NOTA,3953
Bihar,ALAULI (SC),148,Dashrath Ram,BSP,3073
Bihar,KHAGARIA,149,Bablu Kumar,JD(U),93988
Bihar,KHAGARIA,149,Chandan Kumar Alias Dr. Chandan Yadav,INC,70573
Bihar,KHAGARIA,149,Manish Kumar Singh,IND,5507
Bihar,KHAGARIA,149,Jayanti Patel,JNSRJP,4232
Bihar,KHAGARIA,149,Nota,NOTA,3662
Bihar,KHAGARIA,149,Lalan Kumar,IND,2545
Bihar,KHAGARIA,149,Madhu Kumar Bharti,IND,1015
Bihar,KHAGARIA,149,Tinku Kumar Laheri,IND,518
Bihar,KHAGARIA,149,Vinay Kumar Verma,BHRTLKCHTP,459
Bihar,KHAGARIA,149,Navin Kumar,JRJP,401
Bihar,KHAGARIA,149,Amitabh Kumar,IND,337
Bihar,BELDAUR,150,Panna Lal Singh Patel,JD(U),106262
Bihar,BELDAUR,150,Mithilesh Kumar Nishad,INC,71087
Bihar,BELDAUR,150,Tanisha Bharti,IIP,9188
Bihar,BELDAUR,150,Nota,NOTA,7980
Bihar,BELDAUR,150,Gajendra Kumar Singh,JNSRJP,5235
Bihar,BELDAUR,150,Sunita Sharma,RASLJP,4978
Bihar,BELDAUR,150,Shiv Narayan Singh,IND,2863
Bihar,BELDAUR,150,Rahul Kumar Basu,AAAP,2392
Bihar,BELDAUR,150,Dr. Ravi Kumar,IND,1907
Bihar,BELDAUR,150,Avdesh Kumar Pandit,BGDRPP,1201
Bihar,BELDAUR,150,Randhir Kesari,IND,1185
Bihar,BELDAUR,150,Vidya Nand Yadav,BSP,1032
Bihar,BELDAUR,150,Ajay Kumar,RJBP,853
Bihar,BELDAUR,150,Jamil Ahmad,AIFB,636
Bihar,BELDAUR,150,Atal Bihari,GJPL,617
Bihar,PARBATTA,151,Babulal Shorya,LJPRV,118677
Bihar,PARBATTA,151,Doctor Sanjeev Kumar,RJD,84638
Bihar,PARBATTA,151,Nota,NOTA,4543
Bihar,PARBATTA,151,Vinay Kumar Varun,JNSRJP,3196
Bihar,PARBATTA,151,Naresh Prasad Singh,RJBP,2224
Bihar,PARBATTA,151,Robin Smith,BSP,1777
Bihar,BIHPUR,152,Kumar Shailendra,BJP,91458
Bihar,BIHPUR,152,Arpana Kumari,VSIP,61433
Bihar,BIHPUR,152,Pawan Choudhary,JNSRJP,8821
Bihar,BIHPUR,152,Nota,NOTA,3269
Bihar,BIHPUR,152,Mamta Kumari,IND,2530
Bihar,BIHPUR,152,Abnish Kumar,IND,2043
Bihar,BIHPUR,152,Kishor Kumar,IND,1239
Bihar,BIHPUR,152,Krishna Kumar Mandal,BSP,1236
Bihar,BIHPUR,152,Ajay Kumar Ravidas,IND,1032
Bihar,BIHPUR,152,Rupam Devi,IND,870
Bihar,BIHPUR,152,Sanjeev Kumar,GNTKSP,624
Bihar,GOPALPUR,153,Shailesh Kumar Alias Bulo Mandal,JD(U),108630
Bihar,GOPALPUR,153,Prem Sagar Alias Dablu Yadav,VSIP,50495
Bihar,GOPALPUR,153,Narendra Kumar Niraj,IND,12686
Bihar,GOPALPUR,153,Nota,NOTA,4782
Bihar,GOPALPUR,153,Mankeshwar Singh Alias Mantu Singh,JNSRJP,4701
Bihar,GOPALPUR,153,Sanjiv Kumar Yadav Alias Moti Yadav,IND,4472
Bihar,GOPALPUR,153,Soni Bharti,IND,1651
Bihar,GOPALPUR,153,Bharat Bhushan Ganpati,LKSHPLK,1529
Bihar,GOPALPUR,153,Suman Kumar,BSP,1171
Bihar,GOPALPUR,153,Rajiv Kumar Singh,IND,691
Bihar,GOPALPUR,153,Piyush Jha,IND,594
Bihar,PIRPAINTI (SC),154,Murari Pasavan,BJP,140608
Bihar,PIRPAINTI (SC),154,Ram Vilash Pasavan,RJD,87501
Bihar,PIRPAINTI (SC),154,Ghanshyam Das,JNSRJP,5644
Bihar,PIRPAINTI (SC),154,Nota,NOTA,2736
Bihar,PIRPAINTI (SC),154,Rahul Kumar Paswan,IND,2533
Bihar,PIRPAINTI (SC),154,Ashok Kumar Paswan,IND,2303
Bihar,PIRPAINTI (SC),154,Pritam Kumar,AAAP,2199
Bihar,PIRPAINTI (SC),154,Sunil Kumar Choudhary,BSP,1586
Bihar,PIRPAINTI (SC),154,Sahdev Kumar,PPID,1355
Bihar,PIRPAINTI (SC),154,Rajesh Paswan,BHRTLKCHTP,534
Bihar,PIRPAINTI (SC),154,Nand Kishor Rajak,SBSP,490
Bihar,KAHALGAON,155,Shubhanand Mukesh,JD(U),130767
Bihar,KAHALGAON,155,Rajnish Bharti,RJD,80655
Bihar,KAHALGAON,155,Pawan Kumar Yadav,IND,10244
Bihar,KAHALGAON,155,Pravin Singh,INC,10083
Bihar,KAHALGAON,155,Ramchandra Mandal,IND,3385
Bihar,KAHALGAON,155,Manjar Alam,JNSRJP,3348
Bihar,KAHALGAON,155,Nota,NOTA,3249
Bihar,KAHALGAON,155,Rupam Devi,IND,3040
Bihar,KAHALGAON,155,Sanju Kumari,IND,1640
Bihar,KAHALGAON,155,Bhavesh Kumar,BSP,1453
Bihar,KAHALGAON,155,Nirmal Kumar,AKHDBRYVP,1345
Bihar,KAHALGAON,155,Mahendra Tanti,IND,1081
Bihar,KAHALGAON,155,Anuj Kumar Mandal,IND,931
Bihar,KAHALGAON,155,Om Prakash Mandal,IND,762
Bihar,BHAGALPUR,156,Rohit Pandey,BJP,100770
Bihar,BHAGALPUR,156,Ajeet Sharma,INC,87296
Bihar,BHAGALPUR,156,Abhay Kant Jha,JNSRJP,3251
Bihar,BHAGALPUR,156,Nota,NOTA,1974
Bihar,BHAGALPUR,156,Nisha Bharti,IND,1204
Bihar,BHAGALPUR,156,Rekha Das,BSP,694
Bihar,BHAGALPUR,156,Subodh Mandal,IND,493
Bihar,BHAGALPUR,156,Dhananjay Kumar Pandey,IND,302
Bihar,BHAGALPUR,156,S J Vedant,BPL,299
Bihar,BHAGALPUR,156,Chandra Kishore Sah,IND,291
Bihar,BHAGALPUR,156,Sanjay Kumar Yadav,SP(I),275
Bihar,BHAGALPUR,156,Yogendra Prasad Yadav,PPID,152
Bihar,BHAGALPUR,156,Ravi Kumar Singh,SUCI,145
Bihar,SULTANGANJ,157,Lalit Narayan Mandal,JD(U),108712
Bihar,SULTANGANJ,157,Chandan Kumar Alias Chandan Kumar Sinha,RJD,77576
Bihar,SULTANGANJ,157,Rakesh Kumar,JNSRJP,4402
Bihar,SULTANGANJ,157,Ajit Kumar,IND,4286
Bihar,SULTANGANJ,157,Nota,NOTA,4108
Bihar,SULTANGANJ,157,Lalan Kumar,INC,2754
Bihar,SULTANGANJ,157,Banty Thakur,SAP,1634
Bihar,SULTANGANJ,157,Rahul Kumar,IND,1251
Bihar,SULTANGANJ,157,Sunil Kumar,SUCI,1245
Bihar,SULTANGANJ,157,Bipin Kumar Singh,BHRTLKCHTP,1023
Bihar,SULTANGANJ,157,Suman Kumar,JRJP,983
Bihar,SULTANGANJ,157,Matiur Rahman,BSP,980
Bihar,SULTANGANJ,157,Dharmendra Singh,IND,860
Bihar,NATHNAGAR,158,Mithun Kumar,LJPRV,118143
Bihar,NATHNAGAR,158,Sheikh Zeyaul Hassan,RJD,92719
Bihar,NATHNAGAR,158,Md Ismail,AIMIM,8226
Bihar,NATHNAGAR,158,Ajay Kumar Roy,JNSRJP,5233
Bihar,NATHNAGAR,158,Nota,NOTA,5203
Bihar,NATHNAGAR,158,Sharada Devi,IND,3434
Bihar,NATHNAGAR,158,Ravish Chandra Ravi Kushwaha,BSP,1998
Bihar,NATHNAGAR,158,Shanij Kumar,IND,1648
Bihar,NATHNAGAR,158,Jai Prakash Mandal,IND,1423
Bihar,NATHNAGAR,158,Sudhir Kumar,IND,1002
Bihar,NATHNAGAR,158,Chetan Ram,IND,568
Bihar,NATHNAGAR,158,Jaykaran Paswan,IND,465
Bihar,NATHNAGAR,158,Aravind Mandal,IND,457
Bihar,NATHNAGAR,158,Dayaram Mandal,IND,420
Bihar,NATHNAGAR,158,Sushil Prasad Yadav,PPID,344
Bihar,NATHNAGAR,158,Md Manzar Alam,BPL,217
Bihar,AMARPUR,159,Jayant Raj,JD(U),103944
Bihar,AMARPUR,159,Jitendra Singh,INC,70723
Bihar,AMARPUR,159,Nota,NOTA,6017
Bihar,AMARPUR,159,Sujata Vaidya,JNSRJP,4789
Bihar,AMARPUR,159,Ritesh Kumar Jha,IND,2406
Bihar,AMARPUR,159,Md Zakir Hossain,AAAP,2221
Bihar,AMARPUR,159,Roshan Kumar Singh,BSP,1515
Bihar,AMARPUR,159,Mohmmad Furkan,IND,830
Bihar,AMARPUR,159,Nazrana Praween,IND,558
Bihar,AMARPUR,159,Naresh Chandra Yadavendu,IND,455
Bihar,AMARPUR,159,Anil Kumar Singh,NCP,397
Bihar,AMARPUR,159,Tripuranand Yadav,IND,392
Bihar,DHORAIYA (SC),160,Manish Kumar,JD(U),113011
Bihar,DHORAIYA (SC),160,Tribhuwan Prasad,RJD,90585
Bihar,DHORAIYA (SC),160,Suman Paswan,JNSRJP,6284
Bihar,DHORAIYA (SC),160,Nota,NOTA,3025
Bihar,DHORAIYA (SC),160,Arun Kumar Das,BSP,1866
Bihar,DHORAIYA (SC),160,Ashok Das,IND,1797
Bihar,DHORAIYA (SC),160,Jethu Das,RJBP,1754
Bihar,DHORAIYA (SC),160,Jitendra Kumar,RASLJP,1231
Bihar,DHORAIYA (SC),160,Rajnish Kumar,IND,1140
Bihar,BANKA,161,Ram Narayan Mandal,BJP,95588
Bihar,BANKA,161,Sanjay Kumar,CPI,71824
Bihar,BANKA,161,Kaushal Kumar Singh,JNSRJP,6649
Bihar,BANKA,161,Jawahar Kumar Jha,IND,4145
Bihar,BANKA,161,Vikram Anand,IND,2241
Bihar,BANKA,161,Vinod Pandit,BSP,1784
Bihar,BANKA,161,Dr. Firoz Ansari,IND,1591
Bihar,BANKA,161,Nota,NOTA,1552
Bihar,BANKA,161,Avinash Kumar,IND,1375
Bihar,BANKA,161,Kundan Kumar Roy,RASLJP,1283
Bihar,BANKA,161,Rajnish Kumar Choudhary,AAAP,1170
Bihar,BANKA,161,Manoj Singh,IND,1103
Bihar,BANKA,161,Sajan Kumar,IND,990
Bihar,BANKA,161,Md. Zamiruddin,IND,842
Bihar,BANKA,161,Umakant Yadav,IND,674
Bihar,KATORIA (ST),162,Puran Lal Tudu,BJP,94260
Bihar,KATORIA (ST),162,Sweety Sima Hembrom,RJD,83274
Bihar,KATORIA (ST),162,Nota,NOTA,5187
Bihar,KATORIA (ST),162,Rekha Soren,IND,3652
Bihar,KATORIA (ST),162,Salomi Murmu,JNSRJP,2443
Bihar,KATORIA (ST),162,Shiv Lal Hansda,RASLJP,2257
Bihar,KATORIA (ST),162,Soban Murmoo,IND,1290
Bihar,KATORIA (ST),162,Dhena Soren,SUCI,1228
Bihar,KATORIA (ST),162,Baliram Murmu,IND,961
Bihar,KATORIA (ST),162,Sushilla Hembrom,JNSHKVPD,797
Bihar,KATORIA (ST),162,Adhik Lal Marandi,IND,756
Bihar,BELHAR,163,Manoj Yadav,JD(U),115393
Bihar,BELHAR,163,Chanakya Prakash Ranjan,RJD,78187
Bihar,BELHAR,163,Braj Kishor Pandit,JNSRJP,7711
Bihar,BELHAR,163,Lalan Prasad Singh,IND,6065
Bihar,BELHAR,163,Nota,NOTA,5462
Bihar,BELHAR,163,Rajesh Kumar Paswan,IND,4451
Bihar,BELHAR,163,Mithan Prasad Yadav,IND,3038
Bihar,BELHAR,163,Ajay Sharma,JRJP,1445
Bihar,BELHAR,163,Mehakk Anjum,IND,1433
Bihar,BELHAR,163,Umesh Yadav,IND,1243
Bihar,BELHAR,163,Mamta Roy,IND,748
Bihar,BELHAR,163,Baleshwar Yadav,IND,581
Bihar,BELHAR,163,Girdhari Pandit,SUCI,542
Bihar,BELHAR,163,Girdhari Kumar,IND,534
Bihar,BELHAR,163,Amrit Tanti,BDlP,514
Bihar,BELHAR,163,Ashok Mandal,SAP,425
Bihar,TARAPUR,164,Samrat Choudhary,BJP,122480
Bihar,TARAPUR,164,Arun Kumar,RJD,76637
Bihar,TARAPUR,164,Santosh Kumar Singh,JNSRJP,3898
Bihar,TARAPUR,164,Nota,NOTA,2907
Bihar,TARAPUR,164,Rakesh Kumar,IND,2667
Bihar,TARAPUR,164,Sudhir Singh,IND,1574
Bihar,TARAPUR,164,Shambhu Shankar,IND,1284
Bihar,TARAPUR,164,Bharat Mandal,SUCI,1143
Bihar,TARAPUR,164,Bulbul Kumari,IND,848
Bihar,TARAPUR,164,Ashish Anand,BSP,692
Bihar,TARAPUR,164,Rahul Kumar Singh,AAAP,590
Bihar,TARAPUR,164,Sukhdev Yadav,JNSKJNDL,387
Bihar,TARAPUR,164,Priyanka Chauhan,IND,369
Bihar,TARAPUR,164,Dipak Kumar,IND,282
Bihar,MUNGER,165,Kumar Pranay,BJP,108028
Bihar,MUNGER,165,Avinash Kumar Vidyarthi,RJD,89278
Bihar,MUNGER,165,Monazir Hassan,AIMIM,3598
Bihar,MUNGER,165,Nota,NOTA,3075
Bihar,MUNGER,165,Santosh Kumar Mandal,IND,2035
Bihar,MUNGER,165,Sanjay Kumar Singh,JNSRJP,1809
Bihar,MUNGER,165,Ranvir Sahani,BSP,1039
Bihar,MUNGER,165,Raja Keshri,IND,917
Bihar,MUNGER,165,Rakesh Kumar,IND,530
Bihar,MUNGER,165,Vikash Kumar Arya,SUCI,400
Bihar,MUNGER,165,Jamuna Lal Srivastava,IND,323
Bihar,MUNGER,165,Krishna Mandal,IND,275
Bihar,JAMALPUR,166,Nachiketa,JD(U),96683
Bihar,JAMALPUR,166,Narendra Kumar,IIP,60455
Bihar,JAMALPUR,166,Shivdeep W Lande,IND,15655
Bihar,JAMALPUR,166,Shailesh Kumar,IND,14218
Bihar,JAMALPUR,166,Lalan Jee,JNSRJP,3863
Bihar,JAMALPUR,166,Nota,NOTA,1777
Bihar,JAMALPUR,166,Gopal Kumar,AAAP,1425
Bihar,JAMALPUR,166,Kapil Deo Das,BSP,1307
Bihar,JAMALPUR,166,Rajesh Kumar Jha,IND,1064
Bihar,JAMALPUR,166,Ravi Kumar,IND,958
Bihar,JAMALPUR,166,Harsh Vardhan Singh,IND,894
Bihar,JAMALPUR,166,Shiv Kumar Paswan,IND,845
Bihar,JAMALPUR,166,Mritunjoy Kumar Singh,ABVP,794
Bihar,JAMALPUR,166,Nirmaljeet,IND,554
Bihar,JAMALPUR,166,Joone Kumar,IND,472
Bihar,JAMALPUR,166,Ashok Kumar,IND,458
Bihar,SURYAGARHA,167,Ramanand Mandal,JD(U),101968
Bihar,SURYAGARHA,167,Premsagar Choudhary,RJD,78107
Bihar,SURYAGARHA,167,Ravishankar Prasad Singh,IND,38175
Bihar,SURYAGARHA,167,Amit Sagar,JNSRJP,8429
Bihar,SURYAGARHA,167,Nota,NOTA,4456
Bihar,SURYAGARHA,167,Pranay Kumar,IND,2081
Bihar,SURYAGARHA,167,Sharvan Kumar Anand,SAP,2035
Bihar,SURYAGARHA,167,Rabindra Kumar Das,BSP,1709
Bihar,SURYAGARHA,167,Vipin Kumar,IND,1547
Bihar,LAKHISARAI,168,Vijay Kumar Sinha,BJP,122408
Bihar,LAKHISARAI,168,Amaresh Kumar,INC,97468
Bihar,LAKHISARAI,168,Suraj Kumar,JNSRJP,8722
Bihar,LAKHISARAI,168,Nota,NOTA,5731
Bihar,LAKHISARAI,168,Vijay Kumar,IND,4045
Bihar,LAKHISARAI,168,Vikash Kumar Jagnani,IND,2030
Bihar,LAKHISARAI,168,Subodh Kumar Suman,IND,1938
Bihar,LAKHISARAI,168,Praval Kumar,BSP,1593
Bihar,LAKHISARAI,168,Uma Shankar Yadav,VYP,1435
Bihar,LAKHISARAI,168,Kusho Mahto,BHRTLKCHTP,901
Bihar,LAKHISARAI,168,Ramjee Mandal,IND,771
