ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Bihar,LAKHISARAI,168,Abhishek Kumar,IND,713
Bihar,LAKHISARAI,168,Amresh Prasad Singh,IND,594
Bihar,LAKHISARAI,168,Amresh Kumar,IND,471
Bihar,SHEIKHPURA,169,Randhir Kumar Soni,JD(U),82922
Bihar,SHEIKHPURA,169,Vijay Kumar S/o Ganga Kumar Yadav,RJD,60375
Bihar,SHEIKHPURA,169,Rajesh Kumar,JNSRJP,4184
Bihar,SHEIKHPURA,169,Vijay Kumar S/o Sadhusharan Prasad,IND,3819
Bihar,SHEIKHPURA,169,Umesh Prasad Singh,AAAP,2834
Bihar,SHEIKHPURA,169,Nota,NOTA,2422
Bihar,SHEIKHPURA,169,Sunil Kumar,IND,2368
Bihar,SHEIKHPURA,169,Devendra Kumar,BHRTLKCHTP,2048
Bihar,SHEIKHPURA,169,Virendra Paswan,IND,1685
Bihar,SHEIKHPURA,169,Kundan Kumar,IND,684
Bihar,BARBIGHA,170,Dr. Kumar Puspanjay,JD(U),61882
Bihar,BARBIGHA,170,Trishuldhari Singh,INC,36389
Bihar,BARBIGHA,170,Sudarshan Kumar,IND,28411
Bihar,BARBIGHA,170,Nota,NOTA,6197
Bihar,BARBIGHA,170,Mukesh Kumar Singh,JNSRJP,4684
Bihar,BARBIGHA,170,Satish Kumar,IND,2373
Bihar,BARBIGHA,170,Sanjay Kumar Prabhat,IND,1446
Bihar,BARBIGHA,170,Murari Kumar,BSP,1313
Bihar,BARBIGHA,170,Pawan Kumar,TPLRSP,934
Bihar,BARBIGHA,170,Sikandar Chaudhari,RTORP,785
Bihar,ASTHAWAN,171,Jitendra Kumar,JD(U),90542
Bihar,ASTHAWAN,171,Ravi Ranjan Kumar,RJD,49834
Bihar,ASTHAWAN,171,Lata Singh,JNSRJP,15962
Bihar,ASTHAWAN,171,Nota,NOTA,6550
Bihar,ASTHAWAN,171,Himanshu Kumar Paswan,ASPKR,4755
Bihar,ASTHAWAN,171,Shabnam Lata,IND,2316
Bihar,ASTHAWAN,171,Banvari Kumar,BSP,1946
Bihar,ASTHAWAN,171,Deepak Kumar Vidyarthi,SUCI,1794
Bihar,BIHARSHARIF,172,Dr. Sunil Kumar,BJP,109304
Bihar,BIHARSHARIF,172,Omair Khan,INC,80136
Bihar,BIHARSHARIF,172,Manoj Kumar Tanti,IND,6315
Bihar,BIHARSHARIF,172,Dinesh Kumar,JNSRJP,6044
Bihar,BIHARSHARIF,172,Nota,NOTA,3524
Bihar,BIHARSHARIF,172,Mohit Kumar Alias Kundan Kumar,IND,3405
Bihar,BIHARSHARIF,172,Shiv Kumar Yadav,CPI,2736
Bihar,BIHARSHARIF,172,Valaram Das,BSP,1396
Bihar,BIHARSHARIF,172,Manoj Kumar,AAAP,850
Bihar,BIHARSHARIF,172,Sarswati Kumari,IND,757
Bihar,BIHARSHARIF,172,Rakesh Paswan,IND,552
Bihar,RAJGIR (SC),173,Kaushal Kishore,JD(U),107811
Bihar,RAJGIR (SC),173,Bishwanath Chaudhary,CPI(ML)(L),52383
Bihar,RAJGIR (SC),173,Satyendra Kumar,JNSRJP,9916
Bihar,RAJGIR (SC),173,Nota,NOTA,6870
Bihar,RAJGIR (SC),173,Vijay Paswan,IND,3249
Bihar,RAJGIR (SC),173,Mano Devi,MOSP,2891
Bihar,RAJGIR (SC),173,Ugrasen Paswan,IND,1904
Bihar,RAJGIR (SC),173,Anjali Roy,IND,1266
Bihar,ISLAMPUR,174,Ruhail Ranjan,JD(U),100487
Bihar,ISLAMPUR,174,Rakesh Kumar Raushan,RJD,68248
Bihar,ISLAMPUR,174,Tanuja Kumari,JNSRJP,4779
Bihar,ISLAMPUR,174,Nota,NOTA,4532
Bihar,ISLAMPUR,174,Sitaram Singh,IND,3416
Bihar,ISLAMPUR,174,Bipin Mistri,BSP,2717
Bihar,ISLAMPUR,174,Ranjeet Kumar,IND,967
Bihar,ISLAMPUR,174,Mitu Kumari,IND,581
Bihar,ISLAMPUR,174,Manoj Jamadar,IND,557
Bihar,ISLAMPUR,174,Kumar Hari Charan Singh Yadav,BMF,438
Bihar,ISLAMPUR,174,Ajay Kumar Sinha,IND,300
Bihar,ISLAMPUR,174,Sugouli Prasad,PPID,287
Bihar,ISLAMPUR,174,Vikash Kumar Gaurab,LOHJD,197
Bihar,ISLAMPUR,174,Dinkar Kumar,RSLAP,158
Bihar,HILSA,175,Krishana Murari Sharan Urf Prem Mukhiya,JD(U),96009
Bihar,HILSA,175,Atri Muni Urf Shakti Singh Yadav,RJD,79997
Bihar,HILSA,175,Umesh Kumar Verma,JNSRJP,4252
Bihar,HILSA,175,Nota,NOTA,3853
Bihar,HILSA,175,Shukesh Kumar,IND,3337
Bihar,HILSA,175,Kumar Niraj,RASLJP,1646
Bihar,HILSA,175,Amar Singh,TPLRSP,1086
Bihar,HILSA,175,Sudhir Kumar,SANKISVP,935
Bihar,HILSA,175,Sachidanand Singh,IND,859
Bihar,HILSA,175,Vavuchand Chaudhari,INSAF,663
Bihar,HILSA,175,Prem Kumar,RJBP,421
Bihar,NALANDA,176,Shrawon Kumar,JD(U),105432
Bihar,NALANDA,176,Kaushalendra Kumar,INC,72424
Bihar,NALANDA,176,Kumari Poonam Sinha,JNSRJP,5206
Bihar,NALANDA,176,Nota,NOTA,4829
Bihar,NALANDA,176,Baijnath Prasad,BHRJWNKP,3581
Bihar,NALANDA,176,Priyadarshi Ashok,BSP,2498
Bihar,NALANDA,176,Raushan Kumar,ASPKR,1808
Bihar,NALANDA,176,Abhi Kumar,VVCIP,1574
Bihar,NALANDA,176,Gautam Rajvanshi,MOSP,916
Bihar,NALANDA,176,Dharmendra Paswan,RSLAP,890
Bihar,NALANDA,176,Dilip Kumar,PPID,631
Bihar,HARNAUT,177,Hari Narayan Singh,JD(U),106954
Bihar,HARNAUT,177,Arun Kumar,INC,58619
Bihar,HARNAUT,177,Kamlesh Paswan,JNSRJP,7927
Bihar,HARNAUT,177,Nota,NOTA,5380
Bihar,HARNAUT,177,Pintu Paswan,IND,2785
Bihar,HARNAUT,177,Dharmendra Kumar,AAAP,2387
Bihar,HARNAUT,177,Indrasen Priyadarshi,RSTRSNTP,1840
Bihar,HARNAUT,177,Kanhaiya Lal Yadav,BPL,1782
Bihar,HARNAUT,177,Dhananjay Kumar,VVCIP,1304
Bihar,HARNAUT,177,Vinay Bhushan Kumar,IND,1167
Bihar,HARNAUT,177,Anirudh Kumar,IND,1128
Bihar,HARNAUT,177,Prem Ranjan Kumar,JTLP,889
Bihar,MOKAMA,178,Anant Kumar Singh,JD(U),91416
Bihar,MOKAMA,178,Veena Devi,RJD,63210
Bihar,MOKAMA,178,Priyadarshi Piyush,JNSRJP,19365
Bihar,MOKAMA,178,Nota,NOTA,4609
Bihar,MOKAMA,178,Dr. Rajesh Kumar Ratnakar,AAAP,2100
Bihar,MOKAMA,178,Anil Kumar,IND,1390
Bihar,MOKAMA,178,Rahul Kumar,LKHAP,1132
Bihar,MOKAMA,178,Manju Kumari,PNCHPSP,867
Bihar,MOKAMA,178,Vikash Kumar,IND,832
Bihar,BARH,179,Siyaram Singh,BJP,99446
Bihar,BARH,179,Karnveer Singh Yadav,RJD,74633
Bihar,BARH,179,Nota,NOTA,3631
Bihar,BARH,179,Mahesh Prasad Singh,JNSRJP,3473
Bihar,BARH,179,Sharvan Pandey,IND,2247
Bihar,BARH,179,Madhukar Jay Vijay,AAAP,1353
Bihar,BARH,179,Amitabh Bachchan,RSTRSNTP,1340
Bihar,BARH,179,Ravikant Prasad Yadav,IND,802
Bihar,BARH,179,Suraj Kumar,IND,760
Bihar,BARH,179,Niranjan Prasad,PNCHPSP,639
Bihar,BARH,179,Shatrudhan Varma,PPID,404
Bihar,BARH,179,Ravi Ranjan Kumar,IND,377
Bihar,BARH,179,Arbind Kumar,IND,285
Bihar,BAKHTIARPUR,180,Arun Kumar S/o Satrughan Sao,LJPRV,88520
Bihar,BAKHTIARPUR,180,Aniruddh Kumar,RJD,87539
Bihar,BAKHTIARPUR,180,Balmiki Singh,JNSRJP,6581
Bihar,BAKHTIARPUR,180,Nota,NOTA,3635
Bihar,BAKHTIARPUR,180,Deepak Bhai Patel,BSP,2923
Bihar,BAKHTIARPUR,180,Shambhu Singh,IND,2876
Bihar,BAKHTIARPUR,180,Arun Thakur,AAAP,1553
Bihar,BAKHTIARPUR,180,Ram Ratan Prasad Singh,IND,1029
Bihar,BAKHTIARPUR,180,Gulshan Kumar Yadav,JNSKJNDL,791
Bihar,BAKHTIARPUR,180,Arun Kumar S/o Nagendra Prasad Singh,IND,653
Bihar,DIGHA,181,Sanjiv Chaurasia,BJP,111001
Bihar,DIGHA,181,Divya Gautam,CPI(ML)(L),51922
Bihar,DIGHA,181,Ritesh Ranjan Singh Alias Bittu Singh,JNSRJP,22071
Bihar,DIGHA,181,Nota,NOTA,3102
Bihar,DIGHA,181,Prabhakar Kr. Singh,BSP,1930
Bihar,DIGHA,181,Indu Devi,BMF,1732
Bihar,DIGHA,181,Kusumlata Verma,IND,1382
Bihar,DIGHA,181,Richa Sinha,VCLINDP,685
Bihar,DIGHA,181,Sadhana Kumari,JRJP,636
Bihar,DIGHA,181,Rajiv Kumar Singh,RTORP,614
Bihar,DIGHA,181,Shwet Ranjan,IND,601
Bihar,DIGHA,181,Pranjal Singh,TPLRSP,466
Bihar,BANKIPUR,182,Nitin Nabin,BJP,98299
Bihar,BANKIPUR,182,Rekha Kumari,RJD,46363
Bihar,BANKIPUR,182,Vandana Kumari,JNSRJP,7717
Bihar,BANKIPUR,182,Nota,NOTA,1464
Bihar,BANKIPUR,182,Pankaj Kumar,AAAP,790
Bihar,BANKIPUR,182,Ravi Kumar,IND,666
Bihar,BANKIPUR,182,S. Sajjad Hussain Akhter,IND,546
Bihar,BANKIPUR,182,Akhilesh Kumar,IND,403
Bihar,BANKIPUR,182,Niranjan Kumar Achary,RTORP,361
Bihar,BANKIPUR,182,Prabhash Chandra Sharma,JRJP,276
Bihar,KUMHRAR,183,Sanjay Kumar,BJP,100485
Bihar,KUMHRAR,183,Indradeep Kumar Chandravanshi,INC,52961
Bihar,KUMHRAR,183,Krishna Chandra Sinha,JNSRJP,15017
Bihar,KUMHRAR,183,Nota,NOTA,1278
Bihar,KUMHRAR,183,Dr. Uma Kant Pathak,BSP,668
Bihar,KUMHRAR,183,Amrendra Kumar Bhaskar,PBI,561
Bihar,KUMHRAR,183,Bablu Kumar,AAAP,546
Bihar,KUMHRAR,183,Anuj Kumar Singh,IND,539
Bihar,KUMHRAR,183,Amit Kumar Albela,IND,299
Bihar,KUMHRAR,183,Dhanjay Kumar,RJBP,270
Bihar,KUMHRAR,183,Abhay Kumar,IND,256
Bihar,KUMHRAR,183,Sumit Ranjan Sinha,AKNDBHRJNP,215
Bihar,KUMHRAR,183,Saroj Kumar Suman,SUCI,207
Bihar,KUMHRAR,183,Shahid Alam,JNTRAAWJP,204
Bihar,PATNA SAHIB,184,Ratnesh Kumar,BJP,130366
Bihar,PATNA SAHIB,184,Shashant Shekhar,INC,91466
Bihar,PATNA SAHIB,184,Vinita Mishra,JNSRJP,5263
Bihar,PATNA SAHIB,184,Nota,NOTA,2099
Bihar,PATNA SAHIB,184,Md Shabab Rahbar,RJBP,1318
Bihar,PATNA SAHIB,184,Randhir Kumar,BSP,1207
Bihar,PATNA SAHIB,184,Amit Kumar Albela,IND,981
Bihar,PATNA SAHIB,184,Adil Aftab Khan,NCP,902
Bihar,PATNA SAHIB,184,Minu Kumari,JNSKJNDL,606
Bihar,PATNA SAHIB,184,Md Iftekhar Hussain,BMF,567
Bihar,PATNA SAHIB,184,Om Prakash Panjiyar,SJPB,377
Bihar,FATUHA,185,Dr. Ramanand Yadav,RJD,90558
Bihar,FATUHA,185,Rupa Kumari,LJPRV,82566
Bihar,FATUHA,185,Raju Kumar,JNSRJP,8598
Bihar,FATUHA,185,Sanjeet Kumar,IND,4802
Bihar,FATUHA,185,Nota,NOTA,3938
Bihar,FATUHA,185,Ranadhir Kumar,IND,1756
Bihar,FATUHA,185,Jiya Singh Lucy,AJD,1358
Bihar,FATUHA,185,Shiv Nandan Tiwari,ANC,978
Bihar,FATUHA,185,Shakti Paswan,IND,910
Bihar,FATUHA,185,Binay Singh,KSNSNGSMT,839
Bihar,FATUHA,185,Brijbhan Ram,IND,807
Bihar,FATUHA,185,Ramjatan Choudhary,IND,568
Bihar,FATUHA,185,Rajesh Paswan,INSAF,502
Bihar,DANAPUR,186,Ram Kripal Yadav,BJP,119877
Bihar,DANAPUR,186,Rit Lal Roy,RJD,90744
Bihar,DANAPUR,186,Nota,NOTA,3242
Bihar,DANAPUR,186,Shailesh K.r Dhiraj,IND,2786
Bihar,DANAPUR,186,Raghuveer Mahto,RJBP,1340
Bihar,DANAPUR,186,Varsha,IND,1001
Bihar,DANAPUR,186,Sunny Kumar Sharma,JRJP,691
Bihar,DANAPUR,186,Pawan Kumar,IND,626
Bihar,MANER,187,Bhai Birendra,RJD,110798
Bihar,MANER,187,Jitendra Yadav,LJPRV,90764
Bihar,MANER,187,Nota,NOTA,5041
Bihar,MANER,187,Sandip Kumar Singh Alias Gopal Sandeep Singh,JNSRJP,3980
Bihar,MANER,187,Shankar Kumar,JNSKJNDL,3290
Bihar,MANER,187,Vikash Kumar Alias Dikesh Singh,IND,2889
Bihar,MANER,187,Sannu Devi,IND,2769
Bihar,MANER,187,Mantosh Kumar Singh,ISP,1947
Bihar,MANER,187,Sannee Kumar,IND,1141
Bihar,MANER,187,Satish Kumar,RJBP,987
Bihar,MANER,187,Shiv Kumar Singh,APKSP,744
Bihar,MANER,187,Mukesh Kumar,IND,673
Bihar,MANER,187,Chandrashekhar Mahto,IND,637
Bihar,MANER,187,Gudiya Kumari,IND,483
Bihar,PHULWARI (SC),188,Shyam Rajak,JD(U),126470
Bihar,PHULWARI (SC),188,Gopal Ravi Das,CPI(ML)(L),93813
Bihar,PHULWARI (SC),188,Shashi Kant Prasad,JNSRJP,11100
Bihar,PHULWARI (SC),188,Arun Kumar Rajak,AAAP,5305
Bihar,PHULWARI (SC),188,Nota,NOTA,4844
Bihar,PHULWARI (SC),188,Puja Kumari,IND,3798
Bihar,PHULWARI (SC),188,Sukesh Kumar,IND,2928
Bihar,PHULWARI (SC),188,Sunil Paswan,RASLJP,2598
Bihar,PHULWARI (SC),188,Yuvraj Kumar,SAP,1591
Bihar,PHULWARI (SC),188,Anil Das,IND,1333
Bihar,PHULWARI (SC),188,Mahesh Paswan,BHRTLKCHTP,1291
Bihar,PHULWARI (SC),188,Shri Raj Paswan,PBLBRP,1155
Bihar,PHULWARI (SC),188,Mukesh Kumar,RTPP,908
Bihar,MASAURHI (SC),189,Arun Manjhi,JD(U),106505
Bihar,MASAURHI (SC),189,Rekha Devi,RJD,98862
Bihar,MASAURHI (SC),189,Nota,NOTA,5146
Bihar,MASAURHI (SC),189,Rajeshwar Manjhi,JNSRJP,4693
Bihar,MASAURHI (SC),189,Manoj Kumar,BSP,4076
Bihar,MASAURHI (SC),189,Vijendra Paswan,IND,1942
Bihar,MASAURHI (SC),189,Jagat Paswan,IND,1762
Bihar,MASAURHI (SC),189,Sri Kant Kumar,IND,1096
Bihar,MASAURHI (SC),189,Ravi Prakash,IND,980
Bihar,MASAURHI (SC),189,Ram Ekwal Ravidas,IND,757
Bihar,PALIGANJ,190,Sandeep Saurav,CPI(ML)(L),81105
Bihar,PALIGANJ,190,Sunil Kumar,LJPRV,74450
Bihar,PALIGANJ,190,Shyam Nandan Sharma,JNSRJP,6612
Bihar,PALIGANJ,190,Shambhu Kumar,IND,3747
Bihar,PALIGANJ,190,Satya Narayan Yadav,IND,3354
Bihar,PALIGANJ,190,Nota,NOTA,3191
Bihar,PALIGANJ,190,Sushant,BSP,2745
Bihar,PALIGANJ,190,Shivnath Kumar,AAAP,1812
Bihar,PALIGANJ,190,Mritunjay Kumar,IND,1422
Bihar,PALIGANJ,190,Arvind Kumar Maurya,IND,962
Bihar,PALIGANJ,190,Girja Ram,SBSP,809
Bihar,PALIGANJ,190,Jitendra Kumar,IND,790
Bihar,PALIGANJ,190,Anand Kumar,BHRTLKCHTP,514
Bihar,PALIGANJ,190,Anamika,SUCI,433
Bihar,PALIGANJ,190,Jitendra Kumar Pandit,ASaP,374
Bihar,BIKRAM,191,Siddharth Saurav,BJP,101189
Bihar,BIKRAM,191,Anil Kumar,INC,95588
Bihar,BIKRAM,191,Ajeet Kumar,JNSKJNDL,4937
Bihar,BIKRAM,191,Nota,NOTA,3338
Bihar,BIKRAM,191,Mantu Kumar,JNSRJP,3037
Bihar,BIKRAM,191,Ram Pravesh Yadav,BSP,2582
Bihar,BIKRAM,191,Chandan Kumar,IND,1926
Bihar,BIKRAM,191,Shambhu Prasad Sharma,HVD,913
Bihar,BIKRAM,191,Rajiv Kumar Singh,IND,728
Bihar,BIKRAM,191,Chandan Sharma,JRJP,560
Bihar,BIKRAM,191,Dhurakheli Ravidas,INSAF,404
Bihar,SANDESH,192,Radha Charan Sah,JD(U),80598
Bihar,SANDESH,192,Dipu Singh,RJD,80571
Bihar,SANDESH,192,Rajiv Ranjan Raj,JNSRJP,6040
Bihar,SANDESH,192,Mukesh Singh,IND,5399
Bihar,SANDESH,192,Nota,NOTA,4160
Bihar,SANDESH,192,Samarjay Singh,IND,2474
Bihar,SANDESH,192,Ajay Kumar Pathak,ABJS,1293
Bihar,SANDESH,192,Sandhya Kumari,IND,880
Bihar,SANDESH,192,Sanjeet Kumar,PPID,609
Bihar,SANDESH,192,Manmohan Singh,RSTJLKPS,509
Bihar,SANDESH,192,Abhishek Kumar,IND,398
Bihar,SANDESH,192,Satya Prakash,TPLRSP,299
Bihar,BARHARA,193,Raghvendra Pratap Singh,BJP,79593
Bihar,BARHARA,193,Ashok Kumar Singh,RJD,65190
Bihar,BARHARA,193,Surya Bhan Singh,IND,9268
Bihar,BARHARA,193,Saroj Yadav,IND,8984
Bihar,BARHARA,193,Ranvijay Kumar Singh,IND,3863
Bihar,BARHARA,193,Nota,NOTA,3471
Bihar,BARHARA,193,Saurabh Singh Yadav,JNSRJP,3189
Bihar,BARHARA,193,Sourav Narang,IND,2361
Bihar,BARHARA,193,Banshidhar Singh,IND,1799
Bihar,BARHARA,193,Kisun Prasad,IND,1357
Bihar,BARHARA,193,Santosh Kumar Singh,PPID,1059
Bihar,BARHARA,193,Kajal,IND,1030
Bihar,BARHARA,193,Dharampal Yadav,IND,500
Bihar,BARHARA,193,Shiv Das Singh,IND,432
Bihar,ARRAH,194,Sanjay Singh (tiger),BJP,94201
Bihar,ARRAH,194,Quyamuddin Ansari,CPI(ML)(L),74620
Bihar,ARRAH,194,Dr. Vijay Kumar Gupta,JNSRJP,5800
Bihar,ARRAH,194,Nota,NOTA,4154
Bihar,ARRAH,194,Amardeep Kumar Jai,IND,1183
Bihar,ARRAH,194,Mritunjay Bhardwaj,BSP,1098
Bihar,ARRAH,194,Arun Kumar Singh,BTMSP,908
Bihar,ARRAH,194,Md. Sarfaraj Ansari,PPID,679
Bihar,ARRAH,194,Sachin,IND,644
Bihar,ARRAH,194,Ram Prakash Pandey,ABJS,384
Bihar,ARRAH,194,Rajesh Sharma,GNTKSP,337
Bihar,ARRAH,194,Gorakh Ram,BJPUAJNMRC,322
Bihar,ARRAH,194,Raj Kishor Sharma,JNTRAAWJP,268
Bihar,ARRAH,194,Dharmatma Sharma,SUCI,180
Bihar,AGIAON (SC),195,Mahesh Paswan,BJP,69412
Bihar,AGIAON (SC),195,Shiv Prakash Ranjan,CPI(ML)(L),69317
Bihar,AGIAON (SC),195,Ramesh Kumar,JNSRJP,3882
Bihar,AGIAON (SC),195,Nota,NOTA,3631
Bihar,AGIAON (SC),195,Shyam Bihari Choudhary,IND,2508
Bihar,AGIAON (SC),195,Mukesh Kumar Ram,BSP,1440
Bihar,AGIAON (SC),195,Barun Deo,JNSKJNDL,1326
Bihar,AGIAON (SC),195,Vijay Mehra,IND,734
Bihar,AGIAON (SC),195,Suraj Bhan,IND,720
Bihar,AGIAON (SC),195,Basant Kumar Ram,VPI,584
Bihar,TARARI,196,Vishal Prashant,BJP,96887
Bihar,TARARI,196,Madan Singh S/o-kumi Singh,CPI(ML)(L),85423
Bihar,TARARI,196,Nota,NOTA,4078
Bihar,TARARI,196,Rajendra Kumar Pathak,IND,2364
Bihar,TARARI,196,Chandra Shekhar Singh,JNSRJP,2271
Bihar,TARARI,196,Sanjay Kumar Sharma,AAAP,1223
Bihar,TARARI,196,Ramesh Chandra Rabi,IND,714
Bihar,TARARI,196,Santosh Kumar Singh,BSP,396
Bihar,TARARI,196,Rajnish Kumar,IND,390
Bihar,TARARI,196,Sikandar Kumar,JNSKJNDL,327
Bihar,TARARI,196,Madan Singh S/o Barbhanga Singh,IND,315
Bihar,TARARI,196,Raju Rajvanshi,SBSP,309
Bihar,TARARI,196,Karmoo Sah Keshari,IND,213
Bihar,TARARI,196,Narayan Singh,VPI,187
Bihar,TARARI,196,Rajesh Singh,RJBP,163
Bihar,TARARI,196,Ashok Kumar Singh,SP(I),122
Bihar,JAGDISHPUR,197,Sribhagwan Singh Kushwaha,JD(U),92974
Bihar,JAGDISHPUR,197,Kishore Kunal,RJD,74781
Bihar,JAGDISHPUR,197,Vijay Singh,JNSRJP,5106
Bihar,JAGDISHPUR,197,Nota,NOTA,3955
Bihar,JAGDISHPUR,197,Rajeev Ranjan,IND,3272
Bihar,JAGDISHPUR,197,Hiralal Singh,IND,3070
Bihar,JAGDISHPUR,197,Sanjay Kumar Chaturvedi,BSP,2820
Bihar,JAGDISHPUR,197,Munga Lal Ram,IND,841
Bihar,JAGDISHPUR,197,Neeraj Roy,JNSKJNDL,607
Bihar,JAGDISHPUR,197,Amradeep Kumar Jai,IND,490
Bihar,JAGDISHPUR,197,Virendra Kumar Singh,BJPUAJNMRC,328
Bihar,SHAHPUR,198,Rakesh Ranjan,BJP,88655
Bihar,SHAHPUR,198,Rahul Tiwary,RJD,73430
Bihar,SHAHPUR,198,Padma Ojha,JNSRJP,3948
Bihar,SHAHPUR,198,Dharmendra Kumar,BSP,2923
Bihar,SHAHPUR,198,Manan Shah,IND,2536
Bihar,SHAHPUR,198,Nota,NOTA,2006
Bihar,SHAHPUR,198,Sahabudin Miya,IND,1844
Bihar,SHAHPUR,198,Dablu Kumar Gond,IND,1000
Bihar,SHAHPUR,198,Krishna Ram,IND,979
Bihar,SHAHPUR,198,Madan Yadav,JNSKJNDL,589
Bihar,SHAHPUR,198,Gouttam Ojha,IND,255
Bihar,SHAHPUR,198,Shankar Kumar Gond,GGP,235
Bihar,BRAHAMPUR,199,Shambhu Nath Yadav,RJD,95828
Bihar,BRAHAMPUR,199,Hulas Pande,LJPRV,92608
Bihar,BRAHAMPUR,199,Mahavir Yadav,BSP,4599
Bihar,BRAHAMPUR,199,Manish Bhushan Ojha,IND,2751
Bihar,BRAHAMPUR,199,Sunil Kumar Ray,SBSP,2465
Bihar,BRAHAMPUR,199,Nota,NOTA,2329
Bihar,BRAHAMPUR,199,Shiv Shankar Das,IND,2276
Bihar,BRAHAMPUR,199,Nitish Kumar,IND,1932
Bihar,BRAHAMPUR,199,Vikrama Gond,GGP,1605
Bihar,BUXAR,200,Anand Mishra,BJP,84901
Bihar,BUXAR,200,Sanjay Kumar Tiwari Urf Munna Tiwari,INC,56548
Bihar,BUXAR,200,Abhimnyu Maury,BSP,29118
Bihar,BUXAR,200,Tathagat Harsh Vardhan,JNSRJP,7920
Bihar,BUXAR,200,Rampravesh Singh,IND,1575
Bihar,BUXAR,200,Manoj Kumar,IND,1465
Bihar,BUXAR,200,Nota,NOTA,1356
Bihar,BUXAR,200,Vishwamitra Kahar,IND,1281
Bihar,BUXAR,200,Dharm Raj Singh,AAAP,1130
Bihar,BUXAR,200,Sohan Gond,GGP,782
Bihar,BUXAR,200,Pramila Devi,IND,568
Bihar,BUXAR,200,Pankaj Kumar Pandey,KiSP,486
Bihar,BUXAR,200,Om Jee Kumar,IND,409
Bihar,BUXAR,200,Nitu Kumari,IND,374
Bihar,BUXAR,200,Binod Kumar Singh,BHRTSP,359
Bihar,BUXAR,200,Visheshwar Chauhan,RJBP,346
Bihar,DUMRAON,201,Rahul Kumar Singh,JD(U),79411
Bihar,DUMRAON,201,Dr. Ajit Kumar Singh,CPI(ML)(L),77306
Bihar,DUMRAON,201,Dadan Yadav,BSP,11127
Bihar,DUMRAON,201,Shivang Vijay Singh,JNSRJP,5273
Bihar,DUMRAON,201,Pradip Kumar Sharan,SBSP,4976
Bihar,DUMRAON,201,Hemlata,IND,3994
Bihar,DUMRAON,201,Nota,NOTA,3059
Bihar,DUMRAON,201,Bheem Kamkar,IND,2661
Bihar,DUMRAON,201,Mrityunjay Kumar Singh,RASLJP,1794
Bihar,DUMRAON,201,Pramila Devi,IND,1067
Bihar,DUMRAON,201,Ravi Prakash Sinha,IND,995
Bihar,DUMRAON,201,Mantosh Kumar Gond,GGP,977
Bihar,DUMRAON,201,Ravi Shankar Ray,IND,951
Bihar,DUMRAON,201,Umesh Ram,SANKISVP,926
Bihar,DUMRAON,201,Ravishankar Prasad,BGDRPP,863
Bihar,DUMRAON,201,Dinesh Singh,JNSKJNDL,829
Bihar,DUMRAON,201,Sushil Kumar Sharma,JRJP,498
Bihar,RAJPUR (SC),202,Santosh Kumar Nirala,JD(U),80701
Bihar,RAJPUR (SC),202,Vishwanath Ram,INC,71565
Bihar,RAJPUR (SC),202,Lal Jee Ram,BSP,20498
Bihar,RAJPUR (SC),202,Dhananjay Kumar,JNSRJP,12491
Bihar,RAJPUR (SC),202,Shiv Kumar Ram,SBSP,6749
Bihar,RAJPUR (SC),202,Anil Kumar Ram,ASPKR,4557
Bihar,RAJPUR (SC),202,Nota,NOTA,2778
Bihar,RAJPUR (SC),202,Suraj Prakash Ram,SANKISVP,2753
Bihar,RAJPUR (SC),202,Subhash Ram,BHRTSP,2517
Bihar,RAJPUR (SC),202,Amar Paswan,RASLJP,1732
Bihar,RAJPUR (SC),202,Shivji Kumar,JNSHKVPD,1609
Bihar,RAJPUR (SC),202,Ram Lal Ram,IND,1387
Bihar,RAJPUR (SC),202,Baleshwar Ram,RJBP,1017
Bihar,RAJPUR (SC),202,Bhim Ram,SRVSNTP,971
Bihar,RAMGARH,203,Satish Kumar Singh Yadav,BSP,72689
Bihar,RAMGARH,203,Ashok Kumar Singh,BJP,72659
Bihar,RAMGARH,203,Ajit Kumar,RJD,41480
Bihar,RAMGARH,203,Anand Kumar Singh,JNSRJP,4426
Bihar,RAMGARH,203,Ghurelal Rajbhar,SBSP,1779
Bihar,RAMGARH,203,Nota,NOTA,1154
Bihar,RAMGARH,203,Rampravesh Singh,IND,657
Bihar,MOHANIA (SC),204,Sangita Kumari,BJP,76290
Bihar,MOHANIA (SC),204,Ravi Shankar Paswan,IND,57538
Bihar,MOHANIA (SC),204,Omprakash Narayan,BSP,32263
Bihar,MOHANIA (SC),204,Gita Devi,JNSRJP,14128
Bihar,MOHANIA (SC),204,Nota,NOTA,2952
Bihar,MOHANIA (SC),204,Nitu Kumari,IND,2205
Bihar,MOHANIA (SC),204,Ajay Kumar,IND,1138
Bihar,MOHANIA (SC),204,Kanhaiya Ram,JNTRAAWJP,1106
Bihar,MOHANIA (SC),204,Ranjit Dom,AAAP,1060
Bihar,MOHANIA (SC),204,Nitish Kumar,ASSP,843
Bihar,MOHANIA (SC),204,Indrajit Ram,IND,568
Bihar,MOHANIA (SC),204,Babudhan Pasi,RJBP,406
Bihar,MOHANIA (SC),204,Munna Kumar,NCP,318
Bihar,BHABUA,205,Bharat Bind,BJP,80039
Bihar,BHABUA,205,Birendra Kumar Singh,RJD,55624
