ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TVTSPOL_IC,POSITION,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,FAQIR CHAND VERMA,M,GEN,67,IND,142,21,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,32,UTTAM NAGAR,GEN,SHYAM BHARTEEY,M,GEN,45,GaAP,96,23,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,ADARSH SHASTRI,M,GEN,41,AAAP,79729,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,PARDUYMN RAJPUT,M,GEN,51,BJP,40363,3,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,MAHABAL MISHRA,M,GEN,61,INC,12532,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,AMIT CHAUHAN,M,GEN,30,BSP,608,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,None of the Above,NULL,NULL,NULL,NOTA,332,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,PREMCHAND,M,GEN,55,CPM,264,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,VIVEK KUMAR PANDEY,M,GEN,25,IND,242,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,SUSHIL BHAGAT,M,GEN,25,NYP,219,17,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,AJAY KUMAR,M,GEN,41,BVLP,178,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,RAVI SINGH,M,GEN,36,IND,128,20,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,SURENDER KUMAR,M,SC,42,RKSP,94,21,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,ADARSH KUMAR,M,GEN,28,IND,82,23,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,GAUTAM KUMAR,M,GEN,26,IND,77,24,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,MUKESH KUMAR TANWAR,M,GEN,46,IND,55,25,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,33,DWARKA,GEN,KAMLESHWARI MISTRI,M,GEN,70,PBI,49,26,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,GULAB SINGH,M,GEN,36,AAAP,127665,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,RAJESH GAHLOT,M,GEN,50,BJP,80661,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,SUMESH SHOKEEN,M,GEN,41,INC,20284,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,None of the Above,NULL,NULL,NULL,NOTA,1102,9,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,SURESH KUMAR PATEL,M,GEN,39,RBHP,728,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,SANJAY KUMAR,M,GEN,39,BSP,723,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,GULAB SINGH,M,GEN,65,IND,376,17,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,RAM BILAS MISHRA,M,GEN,44,IND,221,20,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,SHRIPAL,M,SC,38,IND,188,22,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,VIRENDRA KUMAR RAI,M,GEN,60,RJ,155,23,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,RENU PODDAR,F,GEN,42,PBI,127,26,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,RAJESH KUMAR GAHLOT,M,GEN,38,IND,125,27,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,RAM CHARAN SAHANI,M,GEN,25,ShRP,71,33,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,34,MATIALA,GEN,RAJESH,M,GEN,30,IND,55,34,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,KAILASH GAHLOT,M,GEN,40,AAAP,55598,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,BHARAT SINGH,M,GEN,36,INLD,54043,3,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,AJEET SINGH KHARKHARI,M,GEN,59,BJP,39462,5,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,JAI KISHAN SHARMA,M,GEN,63,INC,8180,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,RAM SINGH,M,GEN,52,BSP,1108,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,None of the Above,NULL,NULL,NULL,NOTA,535,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,BHARAT SINGH,M,GEN,61,IND,391,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,BAIDYANATH SAH,M,GEN,49,PBI,350,16,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,INDERJEET,M,GEN,39,IND,295,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,LALIT VASHIST,M,GEN,38,IND,259,19,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,DHARAMBIR SINGH,M,GEN,49,IND,132,23,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,KAILASH CHAND,M,GEN,51,IND,85,24,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,AJIT SINGH,M,GEN,38,RBHP,74,25,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,35,NAJAFGARH,GEN,NEELAM,F,GEN,41,IND,70,26,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,COL DEVINDER SEHRAWAT,M,GEN,49,AAAP,65006,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,SAT PRAKASH RANA,M,GEN,49,BJP,45470,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,VIJAY SINGH LOCHAV,M,GEN,64,INC,5258,7,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,IMTIAZ,M,GEN,36,IND,926,9,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,YOGESH GAUR,M,GEN,62,BSP,641,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,None of the Above,NULL,NULL,NULL,NOTA,496,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,36,BIJWASAN,GEN,PANKAJ KUMAR,M,GEN,30,INLD,421,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,BHAVNA GAUR,F,GEN,44,AAAP,82637,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,DHARM DEV SOLANKI,M,GEN,63,BJP,51788,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,MADAN MOHAN,M,SC,45,INC,10529,7,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,RANBIR SINGH SOLANKI,M,GEN,50,BSP,900,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,DALIP KUMAR,M,GEN,35,CPI,488,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,None of the Above,NULL,NULL,NULL,NOTA,474,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,VINOD KUMAR SACHAN,M,GEN,58,IND,460,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,SANJAY KUMAR SINGH,M,GEN,47,IND,164,20,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,KASHI NATH SAH,M,GEN,39,IND,155,21,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,37,PALAM,GEN,SHIV KUMAR SAXENA,M,GEN,30,HCP,76,22,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,SURENDER SINGH,M,GEN,36,AAAP,40133,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,KARAN SINGH TANWAR,M,GEN,62,BJP,28935,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,SANDEEP TANWAR,M,GEN,38,INC,7087,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,GAYAN CHAND,M,GEN,58,BSP,467,9,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,None of the Above,NULL,NULL,NULL,NOTA,326,10,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,ANIL KUMAR TANWAR,M,GEN,40,IND,210,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,SANDEEP,M,GEN,36,IND,98,16,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,HEERA LAL,M,SC,49,IND,93,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,NARESH KUMAR SHARMA,M,GEN,38,HCP,45,19,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,MAHESH BHARDWAJ,M,GEN,66,IND,26,22,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,38,DELHI CANTT,GEN,RAJ KUMAR SAINI,M,GEN,50,IND,24,23,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,VIJENDER GARG VIJAY,M,GEN,51,AAAP,61354,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,R. P. SINGH,M,GEN,53,BJP,41303,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,BRAHM YADAV,M,GEN,62,INC,8971,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,PREM SINGH,M,SC,46,BSP,1467,9,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,472,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,SHABBIR KHAN,M,GEN,53,IND,412,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,SWADESH OHRI,M,GEN,74,ATBP,278,15,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,SUNIL KUMAR,M,SC,40,NADP,232,17,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,SARITA KUMARI,F,GEN,44,IND,226,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,ASLAM PARVEZ KHAN,M,GEN,45,IND,97,27,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH WEST                    ,39,RAJINDER NAGAR,GEN,SARFUDDIN ALAM,M,GEN,42,IND,95,28,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,ARVIND KEJRIWAL,M,GEN,46,AAAP,57213,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,NUPUR SHARMA,F,GEN,29,BJP,25630,3,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,KIRAN WALIA,F,GEN,70,INC,4781,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,None of the Above,NULL,NULL,NULL,NOTA,465,8,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,SWAMI OM JI,M,GEN,58,ABHM,373,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,ANIL KUMAR,M,GEN,38,IND,192,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,RAKESH KUMAR,M,SC,38,BSP,168,15,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,RAVI KUMAR,M,SC,29,NCP,100,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,SUNIL KUMAR KANDUKURI,M,GEN,29,IND,94,17,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,MOHD. SIRAJ SAHIL,M,GEN,45,SASAPT,48,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,SANJEEV CHHIBBER,M,GEN,51,NADP,45,23,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,AJIT,M,GEN,26,GaAP,34,26,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,SANDEEP SRIVASTAVA,M,GEN,48,IND,34,27,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,40,NEW DELHI,GEN,PROFESSOR R N SINGH,M,GEN,57,VSP,30,28,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,PRAVEEN KUMAR,M,GEN,30,AAAP,43927,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,MANINDER SINGH DHIR,M,GEN,62,BJP,23477,4,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,TARVINDER SINGH MARWAH,M,GEN,55,INC,22662,5,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,ASHOK,M,GEN,47,BSP,382,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,None of the Above,NULL,NULL,NULL,NOTA,314,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,ANIL KUMAR,M,GEN,42,IND,164,15,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,YOGESH TALWAR,M,GEN,37,IND,127,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,ANIL  SINGH,M,GEN,27,SHS,118,18,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,PARVEEN ARORA,M,GEN,45,IND,90,19,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,41,JANGPURA,GEN,VISHWANATH,M,SC,35,NADP,43,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,MADAN LAL,M,GEN,58,AAAP,50766,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,RAVINDER  CHOUDHRY,M,GEN,44,BJP,34870,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,NEERAJ BASOYA,M,GEN,39,INC,11233,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,423,9,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,RAMESH KUMARI,F,SC,51,BSP,317,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,BRIJ PAL,M,GEN,46,IND,281,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,BEER SINGH NEGI,M,GEN,54,SSGP,276,12,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,BISWAMBAR NAYAK,M,GEN,43,IND,83,17,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,REKHA WADHWA,F,GEN,44,IND,73,18,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,LAXMI DEVI,F,SC,32,BMUP,56,19,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,WG. CDR. (RETD.) K. K .VERMA,M,GEN,53,NADP,34,20,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,MUKESH KUMAR SAXENA,M,GEN,54,IND,32,21,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,42,KASTURBA NAGAR,GEN,SUBHASH KANSAL,M,GEN,54,HCP,26,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,SOMNATH BHARTI,M,GEN,40,AAAP,51196,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,DR. NANDANI SHARMA,F,GEN,45,BJP,35299,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,DR. YOGANAND SHASTRI,M,GEN,69,INC,5555,6,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,375,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,DR. SUMAN DHARMVIR,F,SC,45,BSP,293,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,MARKNDAY SHARMA,M,GEN,31,NavP,184,14,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,SOMNATH,M,GEN,47,IND,129,17,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,43,MALVIYA NAGAR,GEN,RAMA KANT SHARMA,M,GEN,38,IND,74,20,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,PARMILA TOKAS,F,GEN,37,AAAP,54645,1,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,ANIL KUMAR SHARMA,M,GEN,43,BJP,35577,2,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,LILA DHAR BHATT,M,GEN,46,INC,4042,7,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,MAHIPAL SINGH,M,GEN,52,BSP,828,8,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,None of the Above,NULL,NULL,NULL,NOTA,462,10,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,KUSHMA DEVI,F,SC,37,IND,234,11,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,RAKESH KUMAR,M,GEN,45,HND,133,15,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,UDAIBIR SINGH TOKAS,M,GEN,52,HCP,120,16,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,RAI SINGH,M,GEN,57,RtrSP,59,20,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,KULDEEP SINGH AHLAWAT,M,GEN,52,IND,54,21,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,M G RADHAKRISHNAN,M,GEN,42,PMPT,43,22,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,K JEEVAN RITA MURTHY,F,GEN,46,RPI(A),38,24,,,,,,,,
U05,NCT OF Delhi,2,2015,NEW DELHI                     ,44,R K PURAM,GEN,ASIF KHAN,M,GEN,35,IND,21,26,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,NARESH YADAV,M,GEN,42,AAAP,58125,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,SARITA CHAUDHARY,F,GEN,41,BJP,41174,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,SATBIR SINGH,M,GEN,60,INC,12065,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,D.K.CHOPRA,M,GEN,61,IND,1220,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,None of the Above,NULL,NULL,NULL,NOTA,553,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,SAROJ VERMA,F,GEN,49,BSP,550,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,45,MEHRAULI,GEN,VICHITRA GUPTA,F,GEN,42,IND,143,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,KARTAR SINGH TANWAR,M,GEN,52,AAAP,67645,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,BRAHM SINGH TANWAR,M,GEN,62,BJP,45405,3,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,BALRAM TANWAR,M,GEN,57,INC,9339,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,AMIT VAID,M,GEN,41,RLD,627,10,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,None of the Above,NULL,NULL,NULL,NOTA,547,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,BIJENDER,M,GEN,48,BSP,503,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,SANJAY KUMAR SINGH,M,GEN,46,IND,267,14,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,DINESH TANWAR,M,GEN,35,IND,171,17,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,46,CHHATARPUR,GEN,ARCHANA YADAV,F,GEN,30,SHS,98,18,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,PRAKASH,M,SC,26,AAAP,96530,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,ARVIND KUMAR,M,SC,38,BJP,32593,4,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,RAJESH CHAUHAN,M,SC,44,INC,4968,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,DALCHAND KAPIL,M,SC,53,BSP,1569,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,None of the Above,NULL,NULL,NULL,NOTA,502,11,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,PADMA RANI,F,SC,47,HCP,318,12,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,47,DEOLI,SC,SIYARAM RAJORA,M,SC,45,SASAPT,223,13,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,48,AMBEDKAR NAGAR,SC,AJAY DUTT,M,SC,39,AAAP,66632,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,48,AMBEDKAR NAGAR,SC,ASHOK KUMAR,M,SC,54,BJP,24172,4,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,48,AMBEDKAR NAGAR,SC,CH. PREM SINGH,M,SC,82,INC,5336,6,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,48,AMBEDKAR NAGAR,SC,RAJBIR,M,SC,57,BSP,815,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,48,AMBEDKAR NAGAR,SC,None of the Above,NULL,NULL,NULL,NOTA,481,10,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,DINESH MOHANIYA,M,GEN,35,AAAP,72131,1,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,SHIV CHARAN LAL GUPTA,M,GEN,61,BJP,28143,2,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,VISHAN SWAROOP AGGARWAL,M,GEN,48,INC,3423,8,,,,,,,,
U05,NCT OF Delhi,2,2015,SOUTH                         ,49,SANGAM VIHAR,GEN,SHISH PAL SINGH,M,GEN,57,BSP,3146,9,,,,,,,,
