ST_NAME,PC_NAME,PC_NO,CANDIDATE,PARTY,VOTES
Jharkhand,Giridih,6,KALAWATI DEVI,IND,5430
Jharkhand,Giridih,6,GYANESHWAR PRASAD,OTH,5356
Jharkhand,Giridih,6,SHIVJI PRASAD,OTH,4254
Jharkhand,Giridih,6,PRAMOD RAM,OTH,3825
Jharkhand,Giridih,6,USHA SINGH,IND,3761
Jharkhand,Giridih,6,PAPPU KUMAR NISHAD,OTH,3216
Jharkhand,Giridih,6,SUBHASH KUMAR THAKUR,OTH,2517
Jharkhand,Giridih,6,NOTA,NOTA,6044
Jharkhand,Godda,3,NISHIKANT DUBEY,BJP,693140
Jharkhand,Godda,3,PRADEEP YADAV,INC,591327
Jharkhand,Godda,3,UDAY SHANKAR KHAWARE,IND,26837
Jharkhand,Godda,3,ARUN MARIK,IND,17437
Jharkhand,Godda,3,NILESH KUMAR GUPTA,IND,10488
Jharkhand,Godda,3,AVISEK ANAND JHA,IND,9636
Jharkhand,Godda,3,BAJRANGI MAHTHA,BSP,8175
Jharkhand,Godda,3,MUKESH KUMAR JHA,IND,7366
Jharkhand,Godda,3,KUMARI DILESHWARI,OTH,6581
Jharkhand,Godda,3,RAMESHWAR MANDAL,OTH,3316
Jharkhand,Godda,3,SURAJ KUMAR AMAN,OTH,3073
Jharkhand,Godda,3,ARUN KUMAR,OTH,2893
Jharkhand,Godda,3,DR. K. RANGAIAH,IND,2210
Jharkhand,Godda,3,BRAJKISHORE PANDIT,OTH,2108
Jharkhand,Godda,3,ANUP KUMAR,OTH,2007
Jharkhand,Godda,3,KALIPADA MURMU,OTH,1941
Jharkhand,Godda,3,KETAN KUMAR,OTH,1898
Jharkhand,Godda,3,TIPLAL SAH,OTH,1770
Jharkhand,Godda,3,GYANESHWAR JHA,OTH,1640
Jharkhand,Godda,3,NOTA,NOTA,4361
Jharkhand,Hazaribagh,14,MANISH JAISWAL,BJP,654613
Jharkhand,Hazaribagh,14,JAI PRAKASH BHAI PATEL,INC,377927
Jharkhand,Hazaribagh,14,SANJAY KUMAR MEHTA,IND,157977
Jharkhand,Hazaribagh,14,SHASHI BHUSHAN KESHRI,IND,15386
Jharkhand,Hazaribagh,14,ANIRUDDH KUMAR,CPI,10468
Jharkhand,Hazaribagh,14,MD. MOIN UDDIN AHMAD,BSP,7438
Jharkhand,Hazaribagh,14,MD. SERAJ,IND,5506
Jharkhand,Hazaribagh,14,VINOD KUMAR RANA,IND,4841
Jharkhand,Hazaribagh,14,KUNJ BIHARI KUMAR,OTH,4234
Jharkhand,Hazaribagh,14,CHHATHI DEVI,OTH,3316
Jharkhand,Hazaribagh,14,ABHISHEK KUMAR,IND,2972
Jharkhand,Hazaribagh,14,NISHANT KUMAR SINHA,OTH,2956
Jharkhand,Hazaribagh,14,MANOJ KUMAR BEDIA,IND,2578
Jharkhand,Hazaribagh,14,BHUNESHWAR BEDIYA,OTH,2264
Jharkhand,Hazaribagh,14,RAJ KUMAR,OTH,1935
Jharkhand,Hazaribagh,14,SHYAM BIHARI PRAJAPATI,OTH,1839
Jharkhand,Hazaribagh,14,PRAKASH SONI,OTH,1217
Jharkhand,Hazaribagh,14,NOTA,NOTA,7200
Jharkhand,Jamshedpur,9,BIDYUT BARAN MAHATO,BJP,726174
Jharkhand,Jamshedpur,9,SAMIR KUMAR MOHANTY,JMM,466392
Jharkhand,Jamshedpur,9,INDRA DEO PRASAD,IND,8469
Jharkhand,Jamshedpur,9,ARUN MAHATO,IND,7344
Jharkhand,Jamshedpur,9,ANAND MUKHI,IND,6352
Jharkhand,Jamshedpur,9,PRANAV KUMAR MAHTO,BSP,6151
Jharkhand,Jamshedpur,9,BISHWANATH MAHATO,IND,5331
Jharkhand,Jamshedpur,9,ANGAD MAHATO,OTH,4925
Jharkhand,Jamshedpur,9,JUJHAR SOREN,IND,4315
Jharkhand,Jamshedpur,9,SUKUMAR SOREN,OTH,3894
Jharkhand,Jamshedpur,9,DHARMU TUDU,OTH,3291
Jharkhand,Jamshedpur,9,JITENDRA SINGH,IND,3167
Jharkhand,Jamshedpur,9,SANAKA MAHATO,OTH,3175
Jharkhand,Jamshedpur,9,MANOJ GUPTA,OTH,2362
Jharkhand,Jamshedpur,9,SADHU CHARAN PAUL,IND,2317
Jharkhand,Jamshedpur,9,SAURAV VISHNU,IND,2264
Jharkhand,Jamshedpur,9,SHAIKH AKHIRUDDIN,OTH,2108
Jharkhand,Jamshedpur,9,ASHOK KUMAR,OTH,2048
Jharkhand,Jamshedpur,9,MAHESH KUMAR,OTH,1960
Jharkhand,Jamshedpur,9,G JAYRAM DAS,IND,1931
Jharkhand,Jamshedpur,9,ARUN KUMAR SHARMA,OTH,1801
Jharkhand,Jamshedpur,9,DOMAN CHANDRA BHAKAT,OTH,1348
Jharkhand,Jamshedpur,9,BABLU PRASAD DANGI,IND,1152
Jharkhand,Jamshedpur,9,GYAN SAGAR PRASAD,IND,1044
Jharkhand,Jamshedpur,9,PARWATI KISKU,IND,988
Jharkhand,Jamshedpur,9,NOTA,NOTA,7326
Jharkhand,Khunti,11,KALI CHARAN MUNDA,INC,511647
Jharkhand,Khunti,11,ARJUN MUNDA,BJP,361972
Jharkhand,Khunti,11,SAVITRI DEVI,BSP,12300
Jharkhand,Khunti,11,BASANT KUMAR LONGA,IND,10755
Jharkhand,Khunti,11,ARPANA HANS,OTH,8532
Jharkhand,Khunti,11,PASTAR SANJAY KUMAR TIRKEY,IND,4963
Jharkhand,Khunti,11,BABITA KACHHAP,OTH,4594
Jharkhand,Khunti,11,NOTA,NOTA,21919
Jharkhand,Kodarma,5,ANNPURNA DEVI,BJP,791657
Jharkhand,Kodarma,5,VINOD KUMAR SINGH,CPI(ML)(L),414643
Jharkhand,Kodarma,5,MANOJ KUMAR,IND,28612
Jharkhand,Kodarma,5,JAI PRAKASH VERMA,IND,23223
Jharkhand,Kodarma,5,SITAN RABIDAS,BSP,13174
Jharkhand,Kodarma,5,SURENDRA KUMAR AGRAWAL,IND,9656
Jharkhand,Kodarma,5,SAHADAT ANSARI,IND,8232
Jharkhand,Kodarma,5,JAYNARAYAN DAS,OTH,6738
Jharkhand,Kodarma,5,AKLESHWAR SAW,OTH,5601
Jharkhand,Kodarma,5,JITLAL KISKU,IND,5333
Jharkhand,Kodarma,5,MD. SAGIR,IND,5044
Jharkhand,Kodarma,5,AJAY KRISHNA,OTH,4541
Jharkhand,Kodarma,5,RAJESH,IND,4233
Jharkhand,Kodarma,5,RAMESHWAR PRASAD YADAV,IND,4229
Jharkhand,Kodarma,5,ASHISH KUMAR,OTH,2896
Jharkhand,Kodarma,5,NOTA,NOTA,42152
Jharkhand,Lohardaga,12,SUKHDEO BHAGAT,INC,483038
Jharkhand,Lohardaga,12,SAMIR ORAON,BJP,343900
Jharkhand,Lohardaga,12,CHAMRA LINDA,IND,45998
Jharkhand,Lohardaga,12,MAHENDRA ORAON,CPI,16793
Jharkhand,Lohardaga,12,SHANIYA ORAON,IND,10911
Jharkhand,Lohardaga,12,GIRJANANDAN URAON,BSP,9148
Jharkhand,Lohardaga,12,MARIANUS TIGGA,IND,9131
Jharkhand,Lohardaga,12,STEPHAN KINDO,IND,7599
Jharkhand,Lohardaga,12,BIHARI BHAGAT,OTH,7602
Jharkhand,Lohardaga,12,RANJEET BHAGAT,IND,5527
Jharkhand,Lohardaga,12,RAMCHANDRA BHAGAT,OTH,4310
Jharkhand,Lohardaga,12,PAWAN TIGGA,IND,3713
Jharkhand,Lohardaga,12,ARPAN DEO BHAGAT,IND,2814
Jharkhand,Lohardaga,12,ARJUN TOPPO,IND,2747
Jharkhand,Lohardaga,12,MANI MUNDA,OTH,2510
Jharkhand,Lohardaga,12,NOTA,NOTA,11384
Jharkhand,Palamau,13,VISHNU DAYAL RAM,BJP,770362
Jharkhand,Palamau,13,MAMTA BHUIYAN,RJD,481555
Jharkhand,Palamau,13,KAMESHWAR BAITHA,BSP,40000
Jharkhand,Palamau,13,SANAN RAM,OTH,17875
Jharkhand,Palamau,13,GANESH RAVI,IND,17699
Jharkhand,Palamau,13,BRAJESH KUMAR TURI,OTH,17566
Jharkhand,Palamau,13,VRINDA RAM,OTH,11270
Jharkhand,Palamau,13,MAHENDRA BAITHA,OTH,5115
Jharkhand,Palamau,13,RAM VACHAN RAM,OTH,4953
Jharkhand,Palamau,13,NOTA,NOTA,24343
Jharkhand,Rajmahal,1,VIJAY KUMAR HANSDAK,JMM,613371
Jharkhand,Rajmahal,1,TALA MARANDI,BJP,435107
Jharkhand,Rajmahal,1,LOBIN HEMBRAM,IND,42140
Jharkhand,Rajmahal,1,GOPIN SOREN,CPM,37291
Jharkhand,Rajmahal,1,MAHESH PAHARIYA,IND,14978
Jharkhand,Rajmahal,1,AJIT MARANDI,OTH,11251
Jharkhand,Rajmahal,1,SEBASTION HEMBROM,IND,9493
Jharkhand,Rajmahal,1,MARIYAM MARANDI,BSP,8259
Jharkhand,Rajmahal,1,PAUL SOREN,AIMIM,7902
Jharkhand,Rajmahal,1,DIPA TUDU,IND,6856
Jharkhand,Rajmahal,1,KHALIFA KISKU,OTH,4107
Jharkhand,Rajmahal,1,VINOD KUMAR MANDAL,OTH,3809
Jharkhand,Rajmahal,1,MUNSHI KISKU,OTH,2779
Jharkhand,Rajmahal,1,LILI HANSDA,OTH,2689
Jharkhand,Rajmahal,1,NOTA,NOTA,18217
Jharkhand,Ranchi,8,SANJAY SETH,BJP,664732
Jharkhand,Ranchi,8,YASHASWINI SAHAY,INC,544220
Jharkhand,Ranchi,8,DEVENDRA NATH MAHTO,IND,132647
Jharkhand,Ranchi,8,SOMA SINGH,OTH,10341
Jharkhand,Ranchi,8,NIPU SINGH,OTH,7803
Jharkhand,Ranchi,8,DHANANJAY BHAGAT “GANDHI“,OTH,6799
Jharkhand,Ranchi,8,SHYAM  BIHARI PRAJAPATI,OTH,6530
Jharkhand,Ranchi,8,MANOJ KUMAR,BSP,6427
Jharkhand,Ranchi,8,RAMHARI GOPE,OTH,6309
Jharkhand,Ranchi,8,ANJANI PANDEY,IND,5397
Jharkhand,Ranchi,8,SARWESHWARI SAHU,OTH,4802
Jharkhand,Ranchi,8,HARINATH SAHU,OTH,4136
Jharkhand,Ranchi,8,HEMNTI DEVI,OTH,4080
Jharkhand,Ranchi,8,RANJANA GIRI,OTH,3208
Jharkhand,Ranchi,8,BIRENDRA NATH MANJHI,OTH,3155
Jharkhand,Ranchi,8,DHARMENDRA TIWARY,OTH,3094
Jharkhand,Ranchi,8,PRAWEEN KACHHAP,OTH,2944
Jharkhand,Ranchi,8,PRABEEN CHANDRA MAHATO,IND,2859
Jharkhand,Ranchi,8,SANTOSH KUMAR JAISWAL,IND,2787
Jharkhand,Ranchi,8,PANKAJ KUMAR RAVI,OTH,2763
Jharkhand,Ranchi,8,MANORANJAN BHATTACHARYA,IND,2539
Jharkhand,Ranchi,8,AINUL ANSARI,IND,2537
Jharkhand,Ranchi,8,BINOD ORAON,OTH,2589
Jharkhand,Ranchi,8,MINTU PASWAN,OTH,2164
Jharkhand,Ranchi,8,KOLESHWAR MAHTO,IND,1708
Jharkhand,Ranchi,8,KAMESHWAR PRASAD SAW,IND,1646
Jharkhand,Ranchi,8,ARSHAD AYUB,IND,1412
Jharkhand,Ranchi,8,NOTA,NOTA,8153
Jharkhand,Singhbhum,10,JOBA MAJHI,JMM,520164
Jharkhand,Singhbhum,10,GEETA KORA,BJP,351762
Jharkhand,Singhbhum,10,DAMODAR SINGH HANSDA,IND,44292
Jharkhand,Singhbhum,10,MADHAV CHANDRA KUNKAL,IND,19834
Jharkhand,Singhbhum,10,SANGRAM MARDI,IND,16111
Jharkhand,Singhbhum,10,PARDESHI LAL MUNDA,BSP,8742
Jharkhand,Singhbhum,10,DURGA LAL MURMU,IND,4924
Jharkhand,Singhbhum,10,CHITRASEN SINKU,OTH,3210
Jharkhand,Singhbhum,10,BISHWA VIJAY MARDI,OTH,3070
Jharkhand,Singhbhum,10,ASHA KUMARI RUNDA,IND,2754
Jharkhand,Singhbhum,10,KRISHNA MARDI,OTH,2615
Jharkhand,Singhbhum,10,SUDHA RANI BESRA,OTH,2409
Jharkhand,Singhbhum,10,BIR SINGH DEOGAM,OTH,1927
Jharkhand,Singhbhum,10,PANMANI SINGH,OTH,1801
Jharkhand,Singhbhum,10,NOTA,NOTA,23982
Uttarakhand,Almora,3,AJAY TAMTA,BJP,429167
Uttarakhand,Almora,3,PRADEEP TAMTA,INC,195070
Uttarakhand,Almora,3,NARAYAN RAM,BSP,10075
Uttarakhand,Almora,3,KIRAN ARYA,OTH,5778
Uttarakhand,Almora,3,ARJUN PRASAD,IND,4707
Uttarakhand,Almora,3,DR PRAMOD KUMAR,OTH,4457
Uttarakhand,Almora,3,ER JYOTI PRAKASH TAMTA,OTH,2224
Uttarakhand,Almora,3,NOTA,NOTA,17019
Uttarakhand,Garhwal,2,ANIL BALUNI,BJP,432159
Uttarakhand,Garhwal,2,GANESH GODIYAL,INC,268656
Uttarakhand,Garhwal,2,SONU KUMAR,IND,4822
Uttarakhand,Garhwal,2,ASHUTOSH SINGH,OTH,4561
Uttarakhand,Garhwal,2,DHEER SINGH,BSP,4122
Uttarakhand,Garhwal,2,MUKESH PRAKASH,IND,3079
Uttarakhand,Garhwal,2,SURESHI DEVI,OTH,1512
Uttarakhand,Garhwal,2,DEEPENDRA SINGH NEGI,IND,1640
Uttarakhand,Garhwal,2,ARJUN SINGH,OTH,1378
Uttarakhand,Garhwal,2,RESHMA PANWAR,OTH,1293
Uttarakhand,Garhwal,2,DR MUKESH PANT,OTH,1179
Uttarakhand,Garhwal,2,VINOD KUMAR SHARMA,OTH,884
Uttarakhand,Garhwal,2,SHYAMLAL,OTH,771
Uttarakhand,Garhwal,2,NOTA,NOTA,11375
Uttarakhand,Haridwar,5,TRIVENDRA SINGH RAWAT,BJP,653808
Uttarakhand,Haridwar,5,VIRENDRA RAWAT,INC,489752
Uttarakhand,Haridwar,5,UMESH KUMAR PATRAKAR,IND,91188
Uttarakhand,Haridwar,5,JAMIL AHMAD,BSP,42323
Uttarakhand,Haridwar,5,BALBIR SINGH BHANDARI,OTH,2961
Uttarakhand,Haridwar,5,MOHAN SINGH ASWAL,OTH,2854
Uttarakhand,Haridwar,5,VIJAY KUMAR,IND,2410
Uttarakhand,Haridwar,5,PAWAN KASHYAP,IND,2178
Uttarakhand,Haridwar,5,KARAN SINGH SAINI ENGINEER,IND,1974
Uttarakhand,Haridwar,5,AKRAM HUSSAIN,IND,1685
Uttarakhand,Haridwar,5,LALIT KUMAR,OTH,1410
Uttarakhand,Haridwar,5,SURESH PAL,OTH,1162
Uttarakhand,Haridwar,5,ASHISH DHYANI,IND,1117
Uttarakhand,Haridwar,5,AVNISH KUMAR,IND,975
Uttarakhand,Haridwar,5,NOTA,NOTA,6826
Uttarakhand,Nainital-Udhamsingh Nagar,4,AJAY BHATT,BJP,772671
Uttarakhand,Nainital-Udhamsingh Nagar,4,PRAKASH JOSHI,INC,438123
Uttarakhand,Nainital-Udhamsingh Nagar,4,AKHTAR ALI,BSP,23455
Uttarakhand,Nainital-Udhamsingh Nagar,4,AKHALESH KUMAR,OTH,4902
Uttarakhand,Nainital-Udhamsingh Nagar,4,HITESH PATHAK,IND,4315
Uttarakhand,Nainital-Udhamsingh Nagar,4,RAMESH KUMAR MAX,IND,3300
Uttarakhand,Nainital-Udhamsingh Nagar,4,AMAR SINGH SAINI,OTH,2987
Uttarakhand,Nainital-Udhamsingh Nagar,4,JEEVAN CHANDRA UPRETI,OTH,2310
Uttarakhand,Nainital-Udhamsingh Nagar,4,SHIB SINGH,OTH,1855
Uttarakhand,Nainital-Udhamsingh Nagar,4,SURENDRA SINGH,OTH,1673
Uttarakhand,Nainital-Udhamsingh Nagar,4,NOTA,NOTA,10425
Uttarakhand,Tehri Garhwal,1,MALA RAJYA LAKSHMI SHAH,BJP,462603
Uttarakhand,Tehri Garhwal,1,JOT SINGH GUNSOLA,INC,190110
Uttarakhand,Tehri Garhwal,1,BOBY PANWAR,IND,168081
Uttarakhand,Tehri Garhwal,1,NAVNEET SINGH GOSAIN,OTH,10026
Uttarakhand,Tehri Garhwal,1,NEMCHAND,BSP,6908
Uttarakhand,Tehri Garhwal,1,BRIJ BHUSHAN KARANWAL,OTH,3570
Uttarakhand,Tehri Garhwal,1,SARDAR KHAN PAPPU,IND,3275
Uttarakhand,Tehri Garhwal,1,VEPIN KUMAR AGGARWAL,IND,3216
Uttarakhand,Tehri Garhwal,1,RAMPAL SINGH,OTH,2362
Uttarakhand,Tehri Garhwal,1,SUDESH TOMAR,IND,2268
Uttarakhand,Tehri Garhwal,1,PREM DUTT SEMWAL,IND,2164
Uttarakhand,Tehri Garhwal,1,NOTA,NOTA,7458
Telangana,Adilabad,1,GODAM NAGESH,BJP,568168
Telangana,Adilabad,1,ATHRAM SUGUNA,INC,477516
Telangana,Adilabad,1,ATHRAM SAKKU,TRS,137300
Telangana,Adilabad,1,MALOTHU SYAMLAL NAYAK,OTH,7499
Telangana,Adilabad,1,MESRAM JANGUBAPU,BSP,6744
Telangana,Adilabad,1,RATHOD SUBASH,IND,6528
Telangana,Adilabad,1,BUKYA JAIVANTH RAO,IND,6446
Telangana,Adilabad,1,CHAVAN SUDHARSHAN,OTH,4644
Telangana,Adilabad,1,GANGADEVI MESRAM,OTH,3468
Telangana,Adilabad,1,N. TIRUPATI,OTH,2292
Telangana,Adilabad,1,KODAPA VAMAN RAO,OTH,1685
Telangana,Adilabad,1,GEDAM. SAGAR,OTH,1545
Telangana,Adilabad,1,NOTA,NOTA,11762
Telangana,Bhongir,14,CHAMALA KIRAN KUMAR REDDY,INC,629143
Telangana,Bhongir,14,DR. BOORA NARSAIAH GOUD,BJP,406973
Telangana,Bhongir,14,KYAMA MALLESH,TRS,256187
Telangana,Bhongir,14,MAHAMD JAHANGIR,CPM,28730
Telangana,Bhongir,14,RAMESH GOUD THALLAPELLY,OTH,8146
Telangana,Bhongir,14,AITARAJU ABENDER,BSP,7769
Telangana,Bhongir,14,ASURA BALU,IND,5750
Telangana,Bhongir,14,PULIGILLA BIXAPATHI YADAV,OTH,4718
Telangana,Bhongir,14,BUSHIPAKA VENKATAIAH,IND,4675
Telangana,Bhongir,14,POOSA SRINIVAS,OTH,4433
Telangana,Bhongir,14,NARENDRAA VEMULA,OTH,4304
Telangana,Bhongir,14,KONGARI LINGA SWAMY,OTH,4093
Telangana,Bhongir,14,TARIGOPPULA MAHENDER,OTH,3089
Telangana,Bhongir,14,KARINGULA YADAGIRI,IND,2612
Telangana,Bhongir,14,BETHI NARENDER,IND,2168
Telangana,Bhongir,14,M. GANESH,OTH,2010
Telangana,Bhongir,14,MALLEBOINA PARAMESH YADAV,IND,1897
Telangana,Bhongir,14,LINGIDI. VENKATESWARLU,OTH,1792
Telangana,Bhongir,14,V. SADANANDA REDDY,OTH,1737
Telangana,Bhongir,14,DHERAVATH GOPI NAIK,OTH,1682
Telangana,Bhongir,14,PENTA RAMESH,IND,1647
Telangana,Bhongir,14,RACHA SUBHADRA REDDY,OTH,1465
Telangana,Bhongir,14,VARIKUPPALA. KRISHNA VADDERA,IND,1366
Telangana,Bhongir,14,BASHABOINA LAKSHMAIAH,IND,1320
Telangana,Bhongir,14,NUNE VENKAT SWAMY,IND,923
Telangana,Bhongir,14,NARRI. SWAMY KURUMA,IND,898
Telangana,Bhongir,14,JANGA. SUJATHANAVEEN REDDY,IND,847
Telangana,Bhongir,14,ERRA SURYAM,OTH,778
Telangana,Bhongir,14,"KONGARI, MALLAIAH",IND,633
Telangana,Bhongir,14,DR : MORIGADI KRISHNA,IND,617
Telangana,Bhongir,14,KANDE. RAMARAJU,IND,579
Telangana,Bhongir,14,KOTHOJU SRINIVASU,OTH,569
Telangana,Bhongir,14,AMIREDDY KIRAN REDDY,IND,541
Telangana,Bhongir,14,CHANDU NAYAK MEGAVATH,IND,502
Telangana,Bhongir,14,KADIRE KIRAN KUMAR,OTH,478
Telangana,Bhongir,14,KARUNAKAR REDDY NALLA,OTH,447
Telangana,Bhongir,14,KANDADI. MANIPAL REDDY,OTH,433
Telangana,Bhongir,14,UDARI MALLESH,IND,406
Telangana,Bhongir,14,ANIL KUMAR GADEPAKA,IND,393
Telangana,Bhongir,14,NOTA,NOTA,4646
Telangana,Chevella,10,KONDA VISHWESHWAR REDDY,BJP,809882
Telangana,Chevella,10,DR GADDAM RANJITH REDDY,INC,636985
Telangana,Chevella,10,KASANI GYANESHWAR KASANI,TRS,178968
Telangana,Chevella,10,RAMULU BINGI,OTH,4284
Telangana,Chevella,10,KONDA VISHVESHWAR REDDY,AIFB,3748
Telangana,Chevella,10,SRIDEVI M,OTH,2688
Telangana,Chevella,10,MOHAMMED SALEEM,OTH,2373
Telangana,Chevella,10,SAHITHI DASARI,IND,1938
Telangana,Chevella,10,RANJIT REDDY GADE,RSP,1698
Telangana,Chevella,10,MOHD SHAKEEL,OTH,1647
Telangana,Chevella,10,THOTLA RAGHAVENDER MUDIRAJ,OTH,1648
Telangana,Chevella,10,JANAPALA DURGA PRASAD,IND,1517
Telangana,Chevella,10,JALEEL AHMED,IND,1510
Telangana,Chevella,10,B V RAMESH NAIDU,OTH,1495
Telangana,Chevella,10,PHANI PRASAD KATAKAM,OTH,1426
Telangana,Chevella,10,SUGURU SRINIVAS,OTH,1386
Telangana,Chevella,10,G MALLESHAM GOUD,IND,1240
Telangana,Chevella,10,KATHULA YADAIAH,IND,1155
Telangana,Chevella,10,DURGA PRASAD T,OTH,1139
Telangana,Chevella,10,V PANDU,IND,1075
Telangana,Chevella,10,SANEM RAJU GOUD,OTH,971
Telangana,Chevella,10,GONE SRINIVAS REDDY,IND,752
Telangana,Chevella,10,GOVIND LAL,IND,661
Telangana,Chevella,10,MOHAMMED ABDUL QAVI ABBASI,OTH,635
Telangana,Chevella,10,MOHAMMAD PASHA,IND,628
Telangana,Chevella,10,P GOVIND,OTH,611
Telangana,Chevella,10,EESARI SURYAPRAKASH REDDY,IND,583
Telangana,Chevella,10,SUDHAKAR VANAM,OTH,581
Telangana,Chevella,10,NARASIMHA REDDY DYAPA,OTH,525
Telangana,Chevella,10,MOHAMMED IQBAL,IND,494
Telangana,Chevella,10,VISHWAKARMA SAPTHAGIRI,IND,489
Telangana,Chevella,10,ANKAGALA PRAVEEN KUMAR,IND,488
Telangana,Chevella,10,ANJANEYULU NEERATI,IND,449
Telangana,Chevella,10,KANDIKEKAR SRINIVAS,IND,446
Telangana,Chevella,10,CHINTALAGARI VENKAT SWAMY,OTH,436
Telangana,Chevella,10,PALAMAKULA MADHU,OTH,430
Telangana,Chevella,10,KAVALI SUKUMAR,IND,397
Telangana,Chevella,10,SERUBAI VASANTH KUMAR,OTH,312
Telangana,Chevella,10,MOHAMMED MUSTAFA RIZWAN,IND,301
Telangana,Chevella,10,MOHAMMAD RIAZUR REHMAN SHAIK,IND,285
Telangana,Chevella,10,MOHAMMED ALI,IND,248
Telangana,Chevella,10,AMIR SAJID,IND,228
Telangana,Chevella,10,MOHAMMED AFSAR QUDOOS,IND,179
Telangana,Chevella,10,NOTA,NOTA,6423
Telangana,Hyderabad,9,ASADUDDIN OWAISI,AIMIM,661981
Telangana,Hyderabad,9,MADHAVI LATHA KOMPELLA,BJP,323894
Telangana,Hyderabad,9,MOHAMMED WALIULLAH SAMEER,INC,62962
Telangana,Hyderabad,9,SRINIVAS YADAV GADDAM,TRS,18641
Telangana,Hyderabad,9,MEKALA RAGHUMA REDDY,OTH,2232
Telangana,Hyderabad,9,DR.J.PADMAJA,OTH,900
Telangana,Hyderabad,9,K.S.KRISHNA,BSP,769
Telangana,Hyderabad,9,RAMESH KUMAR MATANGI,OTH,663
Telangana,Hyderabad,9,KRANTHI KUMAR BANDELA,OTH,562
Telangana,Hyderabad,9,M.JOHNSON,OTH,515
Telangana,Hyderabad,9,JAMEEL SAYED,OTH,492
Telangana,Hyderabad,9,ASHOK KUMAR MAMBA,OTH,423
Telangana,Hyderabad,9,DR.LUBNA SARWATH,OTH,411
Telangana,Hyderabad,9,SARAF TULASI GUPTA,OTH,281
Telangana,Hyderabad,9,V.SHANKER,OTH,276
Telangana,Hyderabad,9,GADDAM HARISH GOUD,OTH,271
Telangana,Hyderabad,9,SYED ANWAR,IND,251
Telangana,Hyderabad,9,KHAJA MOINUDDIN,OTH,234
Telangana,Hyderabad,9,AMJAD KHAN,IND,196
Telangana,Hyderabad,9,AMBI HANUMANTH RAO,OTH,162
Telangana,Hyderabad,9,SHAIK BASHA,OTH,153
Telangana,Hyderabad,9,M.K.AHMED,IND,149
Telangana,Hyderabad,9,SALVERU RAMESH,OTH,141
Telangana,Hyderabad,9,L.ASHOKNATH,OTH,141
Telangana,Hyderabad,9,J.SHYAMSUNDER RAO,IND,138
Telangana,Hyderabad,9,ANDE USHA KANNA,OTH,133
Telangana,Hyderabad,9,SATTI SHABABU REDDY,IND,123
Telangana,Hyderabad,9,ANIL SEN,IND,111
Telangana,Hyderabad,9,CHAITANYA KUMAR REDDY PELLAKURU,IND,110
Telangana,Hyderabad,9,SILIVERU NARESH,OTH,103
Telangana,Hyderabad,9,NOTA,NOTA,2906
Telangana,Karimnagar,3,BANDI SANJAY KUMAR,BJP,585116
Telangana,Karimnagar,3,VELCHALA RAJENDER RAO,INC,359907
Telangana,Karimnagar,3,VINOD KUMAR BOIANAPALLI,TRS,282163
Telangana,Karimnagar,3,ABBADI BUCHI REDDY,IND,11612
Telangana,Karimnagar,3,ARUNA THALLAPALLY,OTH,9064
Telangana,Karimnagar,3,KOTA SHYAM KUMAR,IND,8756
Telangana,Karimnagar,3,ANOSE KATKOORI,IND,8706
Telangana,Karimnagar,3,MAREPALLI MOGILAIAH,BSP,8109
Telangana,Karimnagar,3,RAJENDER POTHURI,IND,3257
Telangana,Karimnagar,3,SRAVAN PEDDAPELLY,OTH,3074
Telangana,Karimnagar,3,GADDA SATHISH,IND,2945
Telangana,Karimnagar,3,ANILREDDY KADTHALA,OTH,2754
Telangana,Karimnagar,3,CHILUVERU SRIKANTH,OTH,2586
Telangana,Karimnagar,3,AKSHAY KUMAR MEKALA,IND,2224
Telangana,Karimnagar,3,JOURNALIST VIKRAM REDDY VEMULAA,IND,2096
Telangana,Karimnagar,3,ASHOK PANCHIKA,OTH,1924
Telangana,Karimnagar,3,GAVVALA LAXMI,IND,1744
Telangana,Karimnagar,3,GATTAIAH YADAV BARIGE,IND,1694
Telangana,Karimnagar,3,RANAPRATAP GATTU,OTH,1613
Telangana,Karimnagar,3,GUDISHE  MOHAN,IND,1474
Telangana,Karimnagar,3,MANASA PERALA,IND,1125
Telangana,Karimnagar,3,PODISHETTI SAMMAIAH,OTH,994
Telangana,Karimnagar,3,VENKATANARSAIAH DYAGALA @ DEGALA,IND,928
Telangana,Karimnagar,3,SHIVARATRI SRINIVAS,IND,889
Telangana,Karimnagar,3,CHINTHA ANILKUMAR,OTH,830
Telangana,Karimnagar,3,CHEEKOTI VARUN KUMAR GUPTA,OTH,790
Telangana,Karimnagar,3,RAPOLE RAMKUMAR BHARADWAJ,IND,575
Telangana,Karimnagar,3,DEVUNOORI SRINIVASU,IND,465
Telangana,Karimnagar,3,NOTA,NOTA,5438
Telangana,Khammam,17,RAMASAHAYAM RAGHURAM REDDY,INC,766929
Telangana,Khammam,17,NAMA NAGESWARA RAO,TRS,299082
Telangana,Khammam,17,VINOD RAO TANDRA,BJP,118636
Telangana,Khammam,17,VASAM RAMAKRISHNA DORA,IND,6215
Telangana,Khammam,17,ULLENGALA YADAGIRI,IND,6064
Telangana,Khammam,17,ADVOCATE YERRA KAAMESH,BSP,6101
Telangana,Khammam,17,KUKKALA NAGAIAH,OTH,5743
