ST_NAME,PC_NAME,PC_NO,CANDIDATE,PARTY,VOTES
Kerala,Attingal,19,PRAKASH P L,IND,1814
Kerala,Attingal,19,SANTHOSH K,IND,1204
Kerala,Attingal,19,PRAKASH S,IND,811
Kerala,Attingal,19,NOTA,NOTA,9791
Kerala,Chalakudy,11,BENNY BEHANAN,INC,394171
Kerala,Chalakudy,11,PROF C RAVEENDRANATH,CPM,330417
Kerala,Chalakudy,11,K A UNNIKRISHNAN,OTH,106400
Kerala,Chalakudy,11,ADV CHARLY PAUL,OTH,105642
Kerala,Chalakudy,11,ROSILIN CHACKO,BSP,2410
Kerala,Chalakudy,11,BOSCO KALAMASSERY,IND,1087
Kerala,Chalakudy,11,SUBRAN K R,IND,799
Kerala,Chalakudy,11,DR M PRADEEPAN,OTH,694
Kerala,Chalakudy,11,ARUN EDATHADAN,IND,686
Kerala,Chalakudy,11,T S CHANDRAN,IND,531
Kerala,Chalakudy,11,JOHNSON K C,IND,387
Kerala,Chalakudy,11,NOTA,NOTA,8063
Kerala,Ernakulam,12,HIBI EDEN,INC,482317
Kerala,Ernakulam,12,K. J. SHINE TEACHER,CPM,231932
Kerala,Ernakulam,12,DR. K. S. RADHAKRISHNAN,BJP,144500
Kerala,Ernakulam,12,ADV. ANTONY JUDY,OTH,39808
Kerala,Ernakulam,12,VAYALAR JAYAKUMAR,BSP,1498
Kerala,Ernakulam,12,SANDEEP RAJENDRAPRASAD,IND,752
Kerala,Ernakulam,12,CYRILL SKARIA,IND,690
Kerala,Ernakulam,12,PRATHAPAN,OTH,419
Kerala,Ernakulam,12,BRAHMAKUMAR,OTH,412
Kerala,Ernakulam,12,ROHIT KRISHNAN,IND,416
Kerala,Ernakulam,12,NOTA,NOTA,7758
Kerala,Idukki,13,ADV. DEAN KURIAKOSE,INC,432372
Kerala,Idukki,13,ADV. JOICE GEORGE,CPM,298645
Kerala,Idukki,13,ADV. SANGEETHA VISWANATHAN,OTH,91323
Kerala,Idukki,13,ADV. RUSSEL JOY,BSP,4437
Kerala,Idukki,13,JOMON JOHN,IND,1819
Kerala,Idukki,13,SAJI @ SHAJI,OTH,1508
Kerala,Idukki,13,P.K. SAJEEVAN,IND,1034
Kerala,Idukki,13,NOTA,NOTA,9519
Kerala,Kannur,2,K. SUDHAKARAN,INC,518524
Kerala,Kannur,2,M.V. JAYARAJAN,CPM,409542
Kerala,Kannur,2,C. RAGHUNATH,BJP,119876
Kerala,Kannur,2,RAMACHANDRAN BAVILEERI,OTH,2649
Kerala,Kannur,2,K. SUDHAKARAN S/O. KRISHNAN,IND,1009
Kerala,Kannur,2,SUDHAKARAN. K S/O. P GOPALAN,IND,896
Kerala,Kannur,2,JOY JOHN PATTAR MADATHIL,IND,618
Kerala,Kannur,2,JAYARAJ,IND,488
Kerala,Kannur,2,JAYARAJAN S/O. VELAYUDHAN,IND,425
Kerala,Kannur,2,VADI HAREENDRAN,IND,343
Kerala,Kannur,2,C. BALAKRISHNAN YADAV,IND,304
Kerala,Kannur,2,NARAYANA KUMAR,IND,308
Kerala,Kannur,2,NOTA,NOTA,8873
Kerala,Kasaragod,1,RAJMOHAN UNNITHAN,INC,490659
Kerala,Kasaragod,1,M.V BALAKRISHNAN MASTER,CPM,390010
Kerala,Kasaragod,1,M.L ASHWINI,BJP,219558
Kerala,Kasaragod,1,SUKUMARI M,BSP,1612
Kerala,Kasaragod,1,RAJESWARI K.R,IND,897
Kerala,Kasaragod,1,MANOHARAN K,IND,804
Kerala,Kasaragod,1,ANEESH PAYYANNUR,IND,759
Kerala,Kasaragod,1,BALAKRISHNAN N,IND,628
Kerala,Kasaragod,1,N KESHAVA NAYAK,IND,507
Kerala,Kasaragod,1,NOTA,NOTA,7112
Kerala,Kollam,18,N K PREMACHANDRAN,RSP,443628
Kerala,Kollam,18,M MUKESH,CPM,293326
Kerala,Kollam,18,KRISHNAKUMAR G,BJP,163210
Kerala,Kollam,18,VIPINLAL VIDHYADHARAN,BSP,2194
Kerala,Kollam,18,PREMACHANDRAN NAIR,IND,1734
Kerala,Kollam,18,GOKULAM SURESH KUMAR,IND,1374
Kerala,Kollam,18,PRADEEP KOTTARAKKARA,OTH,835
Kerala,Kollam,18,TWINKLE PRABHAKARAN,OTH,708
Kerala,Kollam,18,JOSE SARANATH,OTH,559
Kerala,Kollam,18,BRO NOUSHAD  SHERIFF J,IND,579
Kerala,Kollam,18,P KRISHNAMMAL,OTH,549
Kerala,Kollam,18,N JAYARAJAN,IND,449
Kerala,Kollam,18,NOTA,NOTA,6546
Kerala,Kottayam,14,ADV K FRANCIS GEORGE,OTH,364631
Kerala,Kottayam,14,THOMAS CHAZHIKADAN,OTH,277365
Kerala,Kottayam,14,THUSHAR VELLAPPALLY,OTH,165046
Kerala,Kottayam,14,VIJU CHERIAN,BSP,7223
Kerala,Kottayam,14,P O PETER,OTH,1637
Kerala,Kottayam,14,V P KOCHUMON,OTH,1595
Kerala,Kottayam,14,JOSSIN K JOSEPH,IND,1489
Kerala,Kottayam,14,CHANDRABOSE P,IND,1087
Kerala,Kottayam,14,M M SCARIA,IND,927
Kerala,Kottayam,14,JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S,IND,893
Kerala,Kottayam,14,ROBY MATTAPPALLY,IND,739
Kerala,Kottayam,14,SANTHOSH PULICKAL,IND,710
Kerala,Kottayam,14,SUNIL ALANCHERIL,IND,527
Kerala,Kottayam,14,MAN HOUSE MANMADHAN,IND,421
Kerala,Kottayam,14,NOTA,NOTA,11933
Kerala,Kozhikode,5,M. K. RAGHAVAN,INC,520421
Kerala,Kozhikode,5,ELAMARAM KAREEM,CPM,374245
Kerala,Kozhikode,5,M. T. RAMESH,BJP,180666
Kerala,Kozhikode,5,ARAMUKHAN,BSP,1715
Kerala,Kozhikode,5,ARAVINDAKSHAN NAIR M. K.,OTH,1305
Kerala,Kozhikode,5,RAGHAVAN S/O NARAYANAN NAIR,IND,1096
Kerala,Kozhikode,5,T. RAGHAVAN S/O VELLANKUTTY,IND,1018
Kerala,Kozhikode,5,N. RAGHAVAN S/O DAMU,IND,782
Kerala,Kozhikode,5,SUBHA,IND,712
Kerala,Kozhikode,5,DR. M. JYOTHIRAJ,OTH,653
Kerala,Kozhikode,5,ABDUL KAREEM S/O MAHAMMOOD,IND,541
Kerala,Kozhikode,5,ABDUL KAREEM S/O AYAMMATH KUTTY,IND,287
Kerala,Kozhikode,5,ABDUL KAREEM K. S/O ASSAIN,IND,293
Kerala,Kozhikode,5,NOTA,NOTA,6316
Kerala,Malappuram,6,E.T.  MOHAMMED BASHEER,IUML,644006
Kerala,Malappuram,6,V. VASEEF,CPM,343888
Kerala,Malappuram,6,DR. ABDUL SALAM,BJP,85361
Kerala,Malappuram,6,T. KRISHNAN,BSP,1417
Kerala,Malappuram,6,P.C. NARAYANAN,OTH,1309
Kerala,Malappuram,6,NASEEF ALI MULLAPPALLI,IND,1168
Kerala,Malappuram,6,ABDULSALAM S/O MUHAMMED HAJI,IND,783
Kerala,Malappuram,6,THRISSUR NAZEER,IND,484
Kerala,Malappuram,6,NOTA,NOTA,6766
Kerala,Mavelikkara,16,KODIKUNNIL SURESH,INC,369516
Kerala,Mavelikkara,16,ADV ARUN KUMAR C A,CPI,358648
Kerala,Mavelikkara,16,BAIJU KALASALA,OTH,142984
Kerala,Mavelikkara,16,C MONICHEN,IND,4974
Kerala,Mavelikkara,16,SANTHOSH PALATHUMPADAN,BSP,4306
Kerala,Mavelikkara,16,SURESH NOORANAD,OTH,1505
Kerala,Mavelikkara,16,K BIMALJI,OTH,1370
Kerala,Mavelikkara,16,MANTHARA VELAYUDHAN,IND,929
Kerala,Mavelikkara,16,KOZHUVASSERIL SURESH,IND,856
Kerala,Mavelikkara,16,NOTA,NOTA,9883
Kerala,Palakkad,8,V K SREEKANDAN,INC,421169
Kerala,Palakkad,8,A VIJAYARAGHAVAN,CPM,345886
Kerala,Palakkad,8,C KRISHNAKUMAR,BJP,251778
Kerala,Palakkad,8,K T PADMINI,BSP,2132
Kerala,Palakkad,8,ANNA KURIAKOSE,IND,1433
Kerala,Palakkad,8,N S K PURAM SASIKUMAR,IND,1177
Kerala,Palakkad,8,RAJESH K SON OF VELANKUTTY,IND,1056
Kerala,Palakkad,8,RAJESH M SON OF MANI C,IND,953
Kerala,Palakkad,8,SIDHEEK IRUPPASSERY,IND,939
Kerala,Palakkad,8,C RAJAMANICKAM,IND,520
Kerala,Palakkad,8,NOTA,NOTA,8793
Kerala,Pathanamthitta,17,ANTO ANTONY,INC,367623
Kerala,Pathanamthitta,17,DR.T.M.THOMAS ISSAC,CPM,301504
Kerala,Pathanamthitta,17,ANIL K.ANTONY,BJP,234406
Kerala,Pathanamthitta,17,ADV.P.K.GEETHAKRISHNAN,BSP,3972
Kerala,Pathanamthitta,17,JOY P.MATHEW,OTH,1181
Kerala,Pathanamthitta,17,K.C.THOMAS,IND,1101
Kerala,Pathanamthitta,17,ADV.HARIKUMAR M.K.,OTH,762
Kerala,Pathanamthitta,17,ANOOP V.,IND,609
Kerala,Pathanamthitta,17,NOTA,NOTA,8411
Kerala,Ponnani,7,DR. M.P ABDUSSAMAD SAMADANI,IUML,562516
Kerala,Ponnani,7,K.S HAMZA,CPM,326756
Kerala,Ponnani,7,ADV. NIVEDIDA,BJP,124798
Kerala,Ponnani,7,ABDUSSAMED MALAYAMPALLI,IND,1653
Kerala,Ponnani,7,VINOD,BSP,1477
Kerala,Ponnani,7,HAMSA S/O MOIDUTTY,IND,978
Kerala,Ponnani,7,BINDHU W/O DEVARAJAN,IND,847
Kerala,Ponnani,7,HAMZA KADAVANDI,IND,710
Kerala,Ponnani,7,NOTA,NOTA,6561
Kerala,Thiruvananthapuram,20,SHASHI THAROOR,INC,358155
Kerala,Thiruvananthapuram,20,RAJEEV CHANDRASEKHAR,BJP,342078
Kerala,Thiruvananthapuram,20,PANNIAN RAVINDRAN,CPI,247648
Kerala,Thiruvananthapuram,20,ADV RAJENDRAN,BSP,2352
Kerala,Thiruvananthapuram,20,ADV SHINE LAL M P,IND,1483
Kerala,Thiruvananthapuram,20,J J RUSSELL,IND,1365
Kerala,Thiruvananthapuram,20,S MINI,OTH,1109
Kerala,Thiruvananthapuram,20,M S SUBI,IND,599
Kerala,Thiruvananthapuram,20,CHALAI MOHANAN,IND,400
Kerala,Thiruvananthapuram,20,NANDAVANAM SUSEELAN,IND,420
Kerala,Thiruvananthapuram,20,SHAJU PALIYODU,IND,388
Kerala,Thiruvananthapuram,20,SASI KONGAPALLY,IND,233
Kerala,Thiruvananthapuram,20,NOTA,NOTA,6753
Kerala,Thrissur,10,SURESH GOPI,BJP,412338
Kerala,Thrissur,10,ADV V S SUNILKUMAR,CPI,337652
Kerala,Thrissur,10,K MURALEEDHARAN,INC,328124
Kerala,Thrissur,10,ADV P K NARAYANAN,BSP,2019
Kerala,Thrissur,10,SUNILKUMAR SON OF PRABHAKARAN,IND,1952
Kerala,Thrissur,10,DIVAKARAN PALLATH,OTH,819
Kerala,Thrissur,10,M S JAFARGHAN,IND,698
Kerala,Thrissur,10,PRATHAPAN,IND,709
Kerala,Thrissur,10,JOSHI VILLADOM,IND,493
Kerala,Thrissur,10,NOTA,NOTA,6072
Kerala,Vadakara,3,SHAFI PARAMBIL,INC,557528
Kerala,Vadakara,3,K K SHAILAJA TEACHER,CPM,443022
Kerala,Vadakara,3,PRAPHUL KRISHNAN,BJP,111979
Kerala,Vadakara,3,SHAFI T P,IND,3764
Kerala,Vadakara,3,K K SHYLAJA,IND,1179
Kerala,Vadakara,3,KUNHIKANNAN PAYYOLI,IND,869
Kerala,Vadakara,3,SHYLAJA,IND,680
Kerala,Vadakara,3,SHAFI,IND,422
Kerala,Vadakara,3,SYLAJA P,IND,326
Kerala,Vadakara,3,MURALIDHARAN,IND,269
Kerala,Vadakara,3,NOTA,NOTA,2909
Kerala,Wayanad,4,RAHUL GANDHI,INC,647445
Kerala,Wayanad,4,ANNIE RAJA,CPI,283023
Kerala,Wayanad,4,K SURENDRAN,BJP,141045
Kerala,Wayanad,4,P.R KRISHNANKUTTY,BSP,1973
Kerala,Wayanad,4,SATHYAN K.P,IND,1059
Kerala,Wayanad,4,SINOJ A.C,IND,903
Kerala,Wayanad,4,PRASEETHA AZHIKODE,IND,840
Kerala,Wayanad,4,AJEEB MUHAMMED,IND,804
Kerala,Wayanad,4,P RADHAKRISHNAN,IND,562
Kerala,Wayanad,4,NOTA,NOTA,6999
Madhya Pradesh,BALAGHAT,15,BHARTI PARDHI,BJP,712660
Madhya Pradesh,BALAGHAT,15,SAMRAT ASHOK SINGH SARASWAR,INC,538148
Madhya Pradesh,BALAGHAT,15,KANKAR MUNJARE,BSP,53134
Madhya Pradesh,BALAGHAT,15,BHUVAN SINGH KORAM,IND,13074
Madhya Pradesh,BALAGHAT,15,NANDLAL UIKEY,OTH,12422
Madhya Pradesh,BALAGHAT,15,D.L. MANESHWAR,OTH,10017
Madhya Pradesh,BALAGHAT,15,DHANENDRA DEV PAWAR BANWARI SETH,IND,7245
Madhya Pradesh,BALAGHAT,15,MAHADEV NAGDEVE,IND,7192
Madhya Pradesh,BALAGHAT,15,RAJKUMAR NAGESHWER,IND,6728
Madhya Pradesh,BALAGHAT,15,MOHAN RAUT,OTH,3542
Madhya Pradesh,BALAGHAT,15,PRIYANKA SANJAY BHANDARKAR,OTH,2926
Madhya Pradesh,BALAGHAT,15,ADVOCATE SATYAPRAKASH SHULKE (LODHI),OTH,1932
Madhya Pradesh,BALAGHAT,15,DILEEP CHHABDA,IND,1750
Madhya Pradesh,BALAGHAT,15,NOTA,NOTA,11510
Madhya Pradesh,BETUL,29,DURGADAS (D. D.) UIKEY,BJP,848236
Madhya Pradesh,BETUL,29,RAMU TEKAM,INC,468475
Madhya Pradesh,BETUL,29,ARJUN ASHOK BHALAVI,BSP,26597
Madhya Pradesh,BETUL,29,ANIL UIKEY,OTH,10576
Madhya Pradesh,BETUL,29,BHURELAL CHOTELAL BETHEKAR,IND,7811
Madhya Pradesh,BETUL,29,BHAGCHARAN WARKADE,IND,5968
Madhya Pradesh,BETUL,29,SUNER UIKEY,OTH,4186
Madhya Pradesh,BETUL,29,BARSKAR SUBHASH KORAKU,OTH,3849
Madhya Pradesh,BETUL,29,NOTA,NOTA,20322
Madhya Pradesh,BHIND,2,SANDHYA RAY,BJP,537065
Madhya Pradesh,BHIND,2,PHOOL SINGH BARAIYA,INC,472225
Madhya Pradesh,BHIND,2,DEVASHISH JARARIYA,BSP,20465
Madhya Pradesh,BHIND,2,UMESH GARG,IND,5072
Madhya Pradesh,BHIND,2,REKHA SHAKYA,IND,2667
Madhya Pradesh,BHIND,2,HARIMOHAN,IND,2610
Madhya Pradesh,BHIND,2,RAKESH,IND,2369
Madhya Pradesh,BHIND,2,NOTA,NOTA,6534
Madhya Pradesh,BHOPAL,19,ALOK SHARMA,BJP,981109
Madhya Pradesh,BHOPAL,19,ADVOCATE ARUN SHRIVASTAVA,INC,479610
Madhya Pradesh,BHOPAL,19,BHANU PRATAP SINGH,BSP,13305
Madhya Pradesh,BHOPAL,19,DEENDAYAL AHIRWAR URF DEENU BHAIYA,IND,3641
Madhya Pradesh,BHOPAL,19,JAY SINGH,IND,2510
Madhya Pradesh,BHOPAL,19,BHARTI YADAV,IND,1839
Madhya Pradesh,BHOPAL,19,ANKIT RAI,IND,1101
Madhya Pradesh,BHOPAL,19,DHANRAJ SHENDE,OTH,790
Madhya Pradesh,BHOPAL,19,AJAY KUMAR PATHAK,OTH,790
Madhya Pradesh,BHOPAL,19,MOHAMMAD ASHRAF,IND,778
Madhya Pradesh,BHOPAL,19,BABULAL SEN,OTH,720
Madhya Pradesh,BHOPAL,19,SANJAY KUMAR SAROJ,OTH,622
Madhya Pradesh,BHOPAL,19,BALRAM SINGH TAUMAR,OTH,588
Madhya Pradesh,BHOPAL,19,RAMPRASAD PATEL,OTH,575
Madhya Pradesh,BHOPAL,19,MUDIT CHAURASIA,OTH,544
Madhya Pradesh,BHOPAL,19,MUDIT BHATNAGAR,OTH,540
Madhya Pradesh,BHOPAL,19,R.K. MAHAJAN,IND,529
Madhya Pradesh,BHOPAL,19,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,OTH,473
Madhya Pradesh,BHOPAL,19,MAITHILI SHARAN GUPTA,IND,448
Madhya Pradesh,BHOPAL,19,RAJESH KEER,IND,427
Madhya Pradesh,BHOPAL,19,AKSHAY GOTHI,OTH,407
Madhya Pradesh,BHOPAL,19,HITENDRA SHAHARE (BABA),IND,318
Madhya Pradesh,BHOPAL,19,NOTA,NOTA,6621
Madhya Pradesh,CHHINDWARA,16,BUNTY VIVEK SAHU,BJP,644738
Madhya Pradesh,CHHINDWARA,16,NAKUL KAMALNATH,INC,531120
Madhya Pradesh,CHHINDWARA,16,DEVIRAM URF DEV RAVEN BHALAVI,OTH,55988
Madhya Pradesh,CHHINDWARA,16,UMAKANT BANDEWAR,BSP,11823
Madhya Pradesh,CHHINDWARA,16,KAPIL SONI,OTH,9638
Madhya Pradesh,CHHINDWARA,16,SIRAJ SHEKH,IND,9568
Madhya Pradesh,CHHINDWARA,16,PAWANSHAH SARYAM,IND,6621
Madhya Pradesh,CHHINDWARA,16,SUBHASH SHUKLA,IND,5769
Madhya Pradesh,CHHINDWARA,16,RAJENDRA DONGRE,IND,4632
Madhya Pradesh,CHHINDWARA,16,GOVIND BHALAVI,IND,4029
Madhya Pradesh,CHHINDWARA,16,MOHD. PARVEZ QURESHI,IND,3828
Madhya Pradesh,CHHINDWARA,16,AJAY BARKADE,IND,2495
Madhya Pradesh,CHHINDWARA,16,KUSHWAHA RAJESH TANTRIK,OTH,1698
Madhya Pradesh,CHHINDWARA,16,""" PRAKASH ALIAS BANTY "" PARTETI",OTH,1654
Madhya Pradesh,CHHINDWARA,16,FOGAL BANSOD,OTH,1323
Madhya Pradesh,CHHINDWARA,16,NOTA,NOTA,9903
Madhya Pradesh,DAMOH,7,RAHUL SINGH LODHI,BJP,709768
Madhya Pradesh,DAMOH,7,TARBAR SINGH LODHI (BANTU BHAIYA),INC,303342
Madhya Pradesh,DAMOH,7,ENGINEER GOVERDHAN RAJ,BSP,21404
Madhya Pradesh,DAMOH,7,BHAIYA VIJAY PATEL (KURMI) TIRGARH BALE,OTH,12217
Madhya Pradesh,DAMOH,7,MANU SINGH MARAVI,OTH,7887
Madhya Pradesh,DAMOH,7,RAHUL BHAIYA S/O RAM PRATAP,IND,6285
Madhya Pradesh,DAMOH,7,RAHUL BHAIYA S/O JEEVAN LAL,IND,5561
Madhya Pradesh,DAMOH,7,VEDRAM KURMI,IND,4057
Madhya Pradesh,DAMOH,7,RAJESH SINGH SOYAM,OTH,3190
Madhya Pradesh,DAMOH,7,RAKESH KUMAR AHIRWAR,IND,2051
Madhya Pradesh,DAMOH,7,NANDAN KUMAR AHIRWAL,IND,1853
Madhya Pradesh,DAMOH,7,NEELESH SONI,IND,1278
Madhya Pradesh,DAMOH,7,DURGA MOUSI,IND,1124
Madhya Pradesh,DAMOH,7,TARVAR SINGH LODHI,IND,1094
Madhya Pradesh,DAMOH,7,NOTA,NOTA,7833
Madhya Pradesh,DEWAS,21,MAHENDRA SINGH SOLANKY,BJP,928941
Madhya Pradesh,DEWAS,21,RAJENDRA RADHAKISHAN MALVIYA,INC,503716
Madhya Pradesh,DEWAS,21,RAJENDRASINGH CHOKHUTIYA,BSP,11203
Madhya Pradesh,DEWAS,21,RAMPRASAD,OTH,7220
Madhya Pradesh,DEWAS,21,NITIN VERMA,IND,2761
Madhya Pradesh,DEWAS,21,ADVOCATE VIDAYARAJ MALAVIY,OTH,2031
Madhya Pradesh,DEWAS,21,ENG. DEEPAK RAMESH CHANDRA VICHITRA,IND,1595
Madhya Pradesh,DEWAS,21,HEMRAJ POONAMCHANDRA BAMNIYA,OTH,1248
Madhya Pradesh,DEWAS,21,NOTA,NOTA,10389
Madhya Pradesh,DHAR,25,SAVITRI THAKUR,BJP,794449
Madhya Pradesh,DHAR,25,RADHESHYAM MUVEL,INC,575784
Madhya Pradesh,DHAR,25,DHUMSINGH MANDLOI MACHHAR,BSP,14956
Madhya Pradesh,DHAR,25,JITENDRA MUNIYA,OTH,10621
Madhya Pradesh,DHAR,25,SUNIL AJRAWAT,IND,5408
Madhya Pradesh,DHAR,25,SHIVAJI PATEL KALMI,IND,4700
Madhya Pradesh,DHAR,25,VIKRAM VASUNIYA,OTH,3475
Madhya Pradesh,DHAR,25,NOTA,NOTA,15651
Madhya Pradesh,GUNA,4,JYOTIRADITYA M. SCINDIA,BJP,923302
Madhya Pradesh,GUNA,4,YADVENDRA RAO DESHRAJ SINGH,INC,382373
Madhya Pradesh,GUNA,4,DHANIRAM CHAUDHARY,BSP,30235
Madhya Pradesh,GUNA,4,KANCHHEDI LAL KUSHWAHA,OTH,5856
Madhya Pradesh,GUNA,4,ADVOCATE KARANSINGH JATAV,OTH,5485
Madhya Pradesh,GUNA,4,HEMANT SINGH KUSHWAHA,IND,3453
Madhya Pradesh,GUNA,4,RAKESH,IND,3052
Madhya Pradesh,GUNA,4,MAHENDRA JAIN BHAIYAN,IND,1999
Madhya Pradesh,GUNA,4,MOHAN,IND,1886
Madhya Pradesh,GUNA,4,GAJANAND KUSHWAH,IND,1597
Madhya Pradesh,GUNA,4,MANISH SHRIVASTAVA,OTH,1348
Madhya Pradesh,GUNA,4,MANMOHAN,IND,1149
Madhya Pradesh,GUNA,4,KISAN LAL AHIRWAR,IND,1044
Madhya Pradesh,GUNA,4,MOHAMMAD JAVED ANSARI,OTH,983
Madhya Pradesh,GUNA,4,D.S. CHAUHAN (ADVOCATE),OTH,915
Madhya Pradesh,GUNA,4,NOTA,NOTA,9089
Madhya Pradesh,GWALIOR,3,BHARAT SINGH KUSHWAH,BJP,671535
Madhya Pradesh,GWALIOR,3,PRAVEEN PATHAK,INC,601325
Madhya Pradesh,GWALIOR,3,KALYAN SINGH KANSANA,BSP,33465
Madhya Pradesh,GWALIOR,3,ARCHANA SINGH RATHORE,OTH,5892
Madhya Pradesh,GWALIOR,3,BHARAT PAL,OTH,4163
Madhya Pradesh,GWALIOR,3,ER. MAHENDRA PRATAP SINGH PAL,IND,3783
Madhya Pradesh,GWALIOR,3,RAKESH DHAKAD,IND,3220
Madhya Pradesh,GWALIOR,3,YASHDEV SHARMA,IND,2571
Madhya Pradesh,GWALIOR,3,DEEPAK KUMAR BANSAL (RANG WALE),IND,2448
Madhya Pradesh,GWALIOR,3,SHREE NARESH CHANDRA SHARMA,IND,2216
Madhya Pradesh,GWALIOR,3,GAJENDRA SINGH,IND,1348
Madhya Pradesh,GWALIOR,3,ANJALI MONU RAWAT,OTH,1279
Madhya Pradesh,GWALIOR,3,ADVOCATE MUKESH KUMAR KORI,IND,1134
Madhya Pradesh,GWALIOR,3,RAM PRAKASH SINGH PAL,OTH,1071
Madhya Pradesh,GWALIOR,3,CHANDAN RATHORE,OTH,1059
Madhya Pradesh,GWALIOR,3,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,1021
Madhya Pradesh,GWALIOR,3,AMIT PARIHAR,IND,883
Madhya Pradesh,GWALIOR,3,COMRADE RACHNA AGRAWAL,OTH,803
Madhya Pradesh,GWALIOR,3,MUNESH NAGAR,OTH,672
Madhya Pradesh,GWALIOR,3,NOTA,NOTA,3341
Madhya Pradesh,HOSHANGABAD,17,DARSHAN SINGH CHOUDHARY,BJP,812147
Madhya Pradesh,HOSHANGABAD,17,SANJAY SHARMA SANJU BHAIYA,INC,380451
Madhya Pradesh,HOSHANGABAD,17,RAMGOVIND BARUAA,BSP,15387
Madhya Pradesh,HOSHANGABAD,17,PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,OTH,6168
Madhya Pradesh,HOSHANGABAD,17,RAKESH RAMPRASAD RICKY,IND,5079
Madhya Pradesh,HOSHANGABAD,17,SARJERAO SAHARE,IND,4493
Madhya Pradesh,HOSHANGABAD,17,PATRAKAR TILAK JATAV,IND,2260
Madhya Pradesh,HOSHANGABAD,17,YUVRAJ GAVADE,IND,2215
Madhya Pradesh,HOSHANGABAD,17,JYOTI SURESH JHARIYA,IND,2046
Madhya Pradesh,HOSHANGABAD,17,MAKHAN SINGH LODHI,OTH,1657
Madhya Pradesh,HOSHANGABAD,17,MUKESH YADAV,IND,1588
Madhya Pradesh,HOSHANGABAD,17,PANDIT BRAJESH KHEMARIYA,IND,1260
Madhya Pradesh,HOSHANGABAD,17,NOTA,NOTA,14941
Madhya Pradesh,INDORE,26,SHANKAR LALWANI,BJP,1226751
Madhya Pradesh,INDORE,26,SANJAY S/O LAKSHMAN SOLANKI,BSP,51659
Madhya Pradesh,INDORE,26,PAWAN KUMAR,OTH,15210
Madhya Pradesh,INDORE,26,ABHAY JAIN,IND,8392
Madhya Pradesh,INDORE,26,LAVISH DILIP KHANDELWAL,IND,8238
Madhya Pradesh,INDORE,26,COMRADE AJEET SINGH,OTH,7179
Madhya Pradesh,INDORE,26,AYAZ ALI,IND,7096
Madhya Pradesh,INDORE,26,ENG. ARJUN PARIHAR,IND,3831
Madhya Pradesh,INDORE,26,BASANT GEHLOT,OTH,3676
Madhya Pradesh,INDORE,26,RAVI SIRWAIYA,IND,2621
Madhya Pradesh,INDORE,26,MUDIT CHAURASIA,IND,2609
Madhya Pradesh,INDORE,26,PARMANAND TOLANI,IND,2403
Madhya Pradesh,INDORE,26,DESH BHAKT ANKIT GUPTA,IND,1969
Madhya Pradesh,INDORE,26,ADVOCATE PANKAJ GUPTE,IND,1660
Madhya Pradesh,INDORE,26,NOTA,NOTA,218674
Madhya Pradesh,JABALPUR,13,ASHISH DUBEY,BJP,790133
Madhya Pradesh,JABALPUR,13,DINESH YADAV,INC,303459
Madhya Pradesh,JABALPUR,13,RAKESH CHOUDHARY,BSP,21416
Madhya Pradesh,JABALPUR,13,FOJI VIJAY HALDKAR (EX-ARMY),IND,7043
Madhya Pradesh,JABALPUR,13,MAHAVEER JAIN,IND,6468
Madhya Pradesh,JABALPUR,13,ADVOCATE UDAY KUMAR SAHU,OTH,4848
Madhya Pradesh,JABALPUR,13,"ER. PRAVIN GAJBHIYE ""DADA""",IND,3440
Madhya Pradesh,JABALPUR,13,POORNESH KUMAR JAIN,IND,2823
Madhya Pradesh,JABALPUR,13,SWATANATRA SAMAJ SEVI VINAY CHAKRAVARTI,IND,2491
Madhya Pradesh,JABALPUR,13,JAGDISH SINGH LODHI,OTH,1875
Madhya Pradesh,JABALPUR,13,DINESH YADAV,IND,1484
Madhya Pradesh,JABALPUR,13,DR. DHAI AKSHAR,IND,1400
Madhya Pradesh,JABALPUR,13,ASHOK RANA,OTH,1228
Madhya Pradesh,JABALPUR,13,SANTOSH KUMAR KUSHWAHA,IND,1204
Madhya Pradesh,JABALPUR,13,DASAI RAM KOL,OTH,1100
Madhya Pradesh,JABALPUR,13,COMRADE SACHIN JAIN,OTH,876
Madhya Pradesh,JABALPUR,13,GULAB SINGH,IND,829
Madhya Pradesh,JABALPUR,13,LAL SINGH,OTH,752
Madhya Pradesh,JABALPUR,13,RAMKUMAR PASI,OTH,690
Madhya Pradesh,JABALPUR,13,NOTA,NOTA,4986
Madhya Pradesh,KHAJURAHO,8,VISHNU DATT SHARMA (V.D.SHARMA),BJP,772774
Madhya Pradesh,KHAJURAHO,8,KAMLESH KUMAR,BSP,231545
Madhya Pradesh,KHAJURAHO,8,R. B. PRAJAPATI (RAJA BHAIYA) EX.I.A.S.,AIFB,50215
Madhya Pradesh,KHAJURAHO,8,MOHAMMAD IMRAN,OTH,17873
Madhya Pradesh,KHAJURAHO,8,PENTER SUNMAN SINGH LODHI,IND,10011
